sample_id,concentration_ppb,source_file,Ip_corr,Ep,Area_peak,Peak_to_bg,Slope_rise,Slope_fall,Symmetry,dIdE_max,d2IdE2_max,Mean,Var,Skew,Kurtosis,Energy
12ppb_S1,12,Ac TW 12ppb.xlsx,4.1188,-0.1751,0.84797324,1.782042851,18.92290973,-8.003359386,-2.364370862,51,660.8035371,3.403904,0.483433632,-1.117782218,3.393881319,301.7499018
12ppb_S2,12,Ac TW 12ppb.xlsx,3.2352,-0.1751,0.62606368,2.298576179,17.92640242,-6.380227616,-2.809680704,30.92156863,653.5947712,2.51148,0.46499048,-0.828856884,2.43651546,169.3130568
12ppb_S3,12,Ac TW 12ppb.xlsx,3.8428,-0.1751,0.73702343,2.205666269,20.53714741,-9.993966817,-2.054954532,37.65686275,786.2360631,2.95488,0.59415129,-0.765155813,2.377863639,233.1366776
12ppb_S4,12,Ac TW 12ppb.xlsx,3.1334,-0.1751,0.58837492,2.754976437,19.20194039,-5.851021527,-3.281809903,26.06862745,745.3863899,2.359584,0.5562288,-0.784369399,2.234328191,153.0966363
150ppb_S1,150,Ac TW 150ppb.xlsx,29.987,-0.1956,4.15985252,2.977547503,239.3632936,-222.896995,-1.073874027,305.6862745,4541.522491,16.464456,78.70133201,0.112772245,1.617551403,8744.491085
150ppb_S2,150,Ac TW 150ppb.xlsx,27.911,-0.2058,3.88428384,2.817335024,235.1504456,-196.4951307,-1.196724035,275.9803922,4200.307574,15.378552,66.88058071,0.103548199,1.610659062,7584.511058
150ppb_S3,150,Ac TW 150ppb.xlsx,27.728,-0.2058,3.83864474,2.8898746,239.0078431,-196.26615,-1.217774146,282.745098,3700.499808,15.187952,67.56163792,0.088406974,1.607561304,7455.888097
150ppb_S4,150,Ac TW 150ppb.xlsx,28.456,-0.1956,3.98889362,3.031284354,227.391197,-212.3275213,-1.07094547,279.8039216,4238.754325,15.783216,70.20298687,0.08356087,1.612734425,7982.822354
15ppb_S1,15,Ac TW 15ppb.xlsx,4.287,-0.1853,0.80017378,2.26451572,25.97694045,-12.35003232,-2.103390483,41.31372549,967.8969627,3.205528,0.718485603,-0.648392284,2.499827905,274.847384
15ppb_S2,15,Ac TW 15ppb.xlsx,4.495,-0.2058,0.82699644,1.880879055,26.86203209,-15.15937894,-1.771974445,52.3627451,898.2122261,3.3124,0.60141783,-0.301395028,2.503276526,289.3352898
15ppb_S3,15,Ac TW 15ppb.xlsx,4.144,-0.1751,0.76283346,2.207072859,22.85746951,-13.9379542,-1.639944369,40.7745098,964.0522876,3.05536,0.637756182,-0.510020472,2.389699806,249.3245228
15ppb_S4,15,Ac TW 15ppb.xlsx,4.428,-0.1751,0.80550622,2.194686757,24.31445482,-16.46455505,-1.4767757,43.75490196,999.6155325,3.225088,0.725478285,-0.389379422,2.316469083,278.1667723
15ppb_S5,15,Ac TW 15ppb.xlsx,3.3684,-0.1956,0.61487084,2.742818057,24.43617167,-9.604872968,-2.54414314,33.07843137,760.284506,2.459024,0.576714103,-0.736388122,2.432733432,165.5878284
15ppb_S6,15,Ac TW 15ppb.xlsx,3.0848,-0.1751,0.55409169,2.786529845,20.12889172,-10.53688468,-1.91032666,29.47058824,684.3521722,2.21496,0.48862079,-0.631168291,2.310232337,134.8667148
15ppb_S7,15,Ac TW 15ppb.xlsx,3.4684,-0.1751,0.62975656,2.797096774,22.37550772,-10.77732072,-2.076166081,32.73529412,775.1826221,2.519016,0.623782144,-0.718605158,2.327765604,174.2305938
15ppb_S8,15,Ac TW 15ppb.xlsx,3.4106,-0.1751,0.61532117,2.774740473,22.09841851,-11.07993967,-1.994452964,32.39215686,765.5709343,2.460712,0.592840935,-0.665573997,2.329274701,166.198612
15ppb_S9,15,Ac TW 15ppb.xlsx,2.9506,-0.1956,0.52754749,2.270810245,19.54922528,-11.12813586,-1.756738553,29.54901961,500.768935,2.108736,0.347038783,-0.382407653,2.369892479,119.8451575
15ppb_S10,15,Ac TW 15ppb.xlsx,3.4184,-0.2058,0.61369714,2.013903617,23.26238859,-11.67155888,-1.993083258,39.3627451,464.7251057,2.454096,0.396523085,-0.366582341,2.522789278,160.4777566
15ppb_S11,15,Ac TW 15ppb.xlsx,3.8532,-0.1956,0.6878942,2.217439344,24.96702317,-14.62928453,-1.706646906,39.90196078,646.8665898,2.750096,0.57058658,-0.349715017,2.37029939,203.3403647
15ppb_S12,15,Ac TW 15ppb.xlsx,4.0506,-0.1956,0.73488099,2.241367862,26.53482792,-13.85658662,-1.914961357,41.65686275,736.2552864,2.939128,0.625045244,-0.508563368,2.551460466,231.5879661
15ppb_S13,15,Ac TW 15ppb.xlsx,2.9006,-0.2058,0.56375102,1.898199047,19.43244207,-4.264308438,-4.556997307,35.64705882,658.8811995,2.2616,0.233254835,-1.096898466,3.844861718,133.7022349
15ppb_S14,15,Ac TW 15ppb.xlsx,3.3622,-0.2058,0.63250365,2.176688419,23.6688057,-8.257615417,-2.866300319,35.7745098,705.017301,2.53276,0.402986883,-0.856819714,3.088309577,170.4465025
15ppb_S15,15,Ac TW 15ppb.xlsx,3.4776,-0.1956,0.63945643,2.088297463,21.36665295,-11.7024499,-1.825827339,38.25490196,664.1676278,2.55944,0.416310902,-0.481873987,2.589712658,174.1761004
15ppb_S16,15,Ac TW 15ppb.xlsx,3.6722,-0.1956,0.68467703,2.172436641,23.07088989,-10.73759005,-2.148609677,38.74509804,706.9396386,2.74144,0.485972701,-0.676557967,2.761712886,200.0366494
15ppb_S17,15,Ac TW 15ppb.xlsx,3.5502,-0.2058,0.67360323,1.803193759,22.79821747,-7.913593204,-2.880893278,45.80392157,681.4686659,2.700192,0.332722325,-0.694562605,3.287338973,190.593979
15ppb_S18,15,Ac TW 15ppb.xlsx,3.5142,-0.1956,0.64662828,2.245552602,22.9544769,-10.4239159,-2.202097285,35.65686275,734.8135333,2.588648,0.459876254,-0.62976154,2.691450903,179.024368
15ppb_S19,15,Ac TW 15ppb.xlsx,3.9738,-0.1956,0.74569623,2.094781234,24.41814068,-11.94579011,-2.044079165,43.04901961,771.8185313,2.98596,0.545754944,-0.665389564,2.784114037,236.5428016
15ppb_S20,15,Ac TW 15ppb.xlsx,5.1294,-0.1956,0.921531,2.279652279,34.37796517,-18.86845992,-1.821980454,52.71568627,876.1053441,3.682808,1.05329419,-0.466474451,2.48576356,365.4092239
15ppb_S21,15,Ac TW 15ppb.xlsx,4.6068,-0.1956,0.8633863,2.096172397,28.1364322,-14.60240474,-1.926835525,49.7745098,781.4302191,3.456376,0.747419143,-0.615768752,2.650454557,317.3488549
15ppb_S22,15,Ac TW 15ppb.xlsx,4.1588,-0.1853,0.75362615,2.301647038,25.54674805,-15.13800905,-1.687589693,41.23529412,769.8961938,3.014576,0.690748206,-0.478430818,2.44728099,244.4604166
15ppb_S23,15,Ac TW 15ppb.xlsx,4.0878,-0.1751,0.76502986,2.185101242,22.57285205,-13.82798574,-1.632403481,42.97058824,693.4832757,3.062368,0.629591631,-0.660464382,2.61288631,250.192235
15ppb_S24,15,Ac TW 15ppb.xlsx,4.3554,-0.1751,0.83740841,2.25383453,24.84487226,-11.25497052,-2.207457782,43.93137255,749.7116494,3.35432,0.77308577,-0.897479191,2.777623671,300.6137108
200ppb_S1,200,Ac TW 200ppb.xlsx,35.196,-0.2058,4.83061662,2.402024482,284.4192513,-254.3864587,-1.118059714,377.7058824,5185.505575,19.127776,116.8461468,0.020746638,1.605166861,12067.94904
200ppb_S2,200,Ac TW 200ppb.xlsx,35.645,-0.2058,4.97895802,2.660900698,294.542246,-257.4870431,-1.143910942,348.8823529,5195.117263,19.707656,113.0371723,0.040874081,1.613919208,12535.72193
200ppb_S3,200,Ac TW 200ppb.xlsx,35.536,-0.2058,4.887365,2.535677589,293.9090909,-254.8423982,-1.153297462,363.3333333,5070.165321,19.34712,115.9405277,0.044709901,1.606004334,12256.2895
200ppb_S4,200,Ac TW 200ppb.xlsx,38.13,-0.1956,5.4819183,2.980955657,295.408611,-285.1365963,-1.03602489,351.5686275,5411.380238,21.70032,121.0897311,0.05142729,1.634365245,14799.84048
20ppb_S1,20,Ac TW 20ppb.xlsx,4.7772,-0.1956,0.88054659,2.368514993,32.51480872,-14.68383873,-2.214326193,46.66666667,888.6005383,3.521992,0.947395486,-0.709618025,2.692552357,333.7955784
20ppb_S2,20,Ac TW 20ppb.xlsx,5.1556,-0.2058,0.95398764,2.214262399,37.24313725,-14.83519119,-2.510458866,55.03921569,854.4790465,3.815416,0.992752678,-0.743821351,2.905733083,388.7537983
