sample_id,concentration_ppb,source_file,E_-0.8999,E_-0.8897,E_-0.8795,E_-0.8693,E_-0.8590,E_-0.8488,E_-0.8386,E_-0.8284,E_-0.8182,E_-0.8080,E_-0.7978,E_-0.7876,E_-0.7774,E_-0.7672,E_-0.7570,E_-0.7468,E_-0.7366,E_-0.7263,E_-0.7161,E_-0.7059,E_-0.6957,E_-0.6855,E_-0.6753,E_-0.6651,E_-0.6549,E_-0.6447,E_-0.6345,E_-0.6243,E_-0.6141,E_-0.6039,E_-0.5937,E_-0.5834,E_-0.5732,E_-0.5630,E_-0.5528,E_-0.5426,E_-0.5324,E_-0.5222,E_-0.5120,E_-0.5018,E_-0.4916,E_-0.4814,E_-0.4712,E_-0.4610,E_-0.4507,E_-0.4405,E_-0.4303,E_-0.4201,E_-0.4099,E_-0.3997,E_-0.3895,E_-0.3793,E_-0.3691,E_-0.3589,E_-0.3487,E_-0.3385,E_-0.3283,E_-0.3180,E_-0.3078,E_-0.2976,E_-0.2874,E_-0.2772,E_-0.2670,E_-0.2568,E_-0.2466,E_-0.2364,E_-0.2262,E_-0.2160,E_-0.2058,E_-0.1956,E_-0.1853,E_-0.1751,E_-0.1649,E_-0.1547,E_-0.1445,E_-0.1343,E_-0.1241,E_-0.1139,E_-0.1037,E_-0.0935,E_-0.0833,E_-0.0731,E_-0.0629,E_-0.0526,E_-0.0424,E_-0.0322,E_-0.0220,E_-0.0118,E_-0.0016
25ppb_S6,25,Ac TW 25ppb.xlsx,9.233,13.82,17.86,21.39,24.48,22.4,19.43,16.83,14.84,13.17,11.62,10.43,9.611,9.065,8.722,8.561,8.897,9.058,9.688,10.39,10.79,11.37,11.7,11.79,11.12,10.9,10.77,9.761,9.257,8.89,8.505,8.06,7.899,7.483,7.126,6.8,6.877,6.503,6.195,6.401,6.219,6.027,6.324,6.314,6.433,6.513,7.066,7.371,7.35,7.934,8.162,8.211,8.144,8.291,8.277,8.162,8.162,8.246,8.071,8.365,8.687,8.694,9.338,9.873,10.25,10.38,11.34,11.64,11.25,11.61,11.29,10.56,10.48,10.0,9.744,9.201,9.25,9.18,8.806,8.858,9.025,8.972,9.124,9.228,9.273,9.273,9.725,10.16,10.3
25ppb_S7,25,Ac TW 25ppb.xlsx,0.196,-0.42,0.21,0.945,3.815,8.12,11.86,15.05,17.72,20.54,18.18,15.73,13.85,12.42,11.26,10.42,10.4,9.919,10.41,11.35,12.09,12.86,13.72,14.24,14.12,13.68,13.73,12.96,11.79,11.51,10.86,9.674,9.422,8.939,8.463,7.994,7.721,7.434,6.93,6.86,6.629,6.587,6.426,6.608,6.447,6.657,6.846,6.846,7.091,7.504,7.637,7.752,7.917,7.952,7.819,7.756,8.036,7.651,7.875,7.987,8.162,8.106,8.813,8.918,9.604,9.856,10.59,11.23,11.38,12.05,11.58,11.28,11.26,11.26,10.54,9.695,9.779,9.758,9.641,9.569,9.457,9.135,9.576,9.289,9.432,9.268,9.936,10.28,10.15
25ppb_S8,25,Ac TW 25ppb.xlsx,0.028,0.784,-0.441,1.211,6.034,10.17,13.82,16.76,19.48,20.13,17.51,14.99,13.36,11.86,10.83,10.09,10.0,9.723,10.03,11.17,12.03,12.73,13.59,14.22,14.29,14.2,13.92,12.7,11.98,11.54,10.61,9.541,9.366,8.953,8.141,7.784,7.539,7.049,6.615,6.706,6.545,6.457,6.237,6.342,6.02,6.195,6.503,6.517,6.608,7.063,7.133,7.119,7.329,7.553,7.392,7.476,7.472,7.56,7.462,7.609,7.98,7.805,8.288,8.862,9.149,9.52,10.38,10.87,11.07,11.58,11.79,11.37,11.36,11.07,10.38,10.07,10.15,9.569,9.401,9.471,9.513,9.431,9.331,9.408,9.254,9.397,9.88,9.758,10.12
25ppb_S9,25,Ac TW 25ppb.xlsx,0.021,-0.343,3.64,8.141,11.91,15.21,18.21,20.73,19.28,16.85,14.64,12.78,11.37,10.16,9.093,8.393,7.938,7.406,7.245,7.406,7.49,7.525,7.864,8.127,8.155,8.358,8.389,8.186,7.938,7.794,7.563,7.122,6.919,6.664,6.3,6.062,5.967,5.68,5.495,5.498,5.446,5.148,5.203,5.304,5.257,5.295,5.549,5.628,5.715,6.025,6.242,6.281,6.529,6.818,6.842,6.848,7.128,7.212,7.178,7.423,7.658,7.71,7.992,8.452,8.701,8.988,9.574,9.868,9.891,10.12,10.09,9.67,9.39,9.224,8.745,8.288,8.213,8.018,7.742,7.758,7.724,7.698,7.803,7.912,7.878,8.018,8.092,8.19,8.15
25ppb_S10,25,Ac TW 25ppb.xlsx,-0.147,0.588,-0.413,-0.623,4.459,8.519,11.98,14.97,17.46,19.97,17.18,14.83,13.1,11.51,10.14,9.254,8.582,7.882,7.497,7.483,7.385,7.427,7.84,8.085,8.113,8.351,8.505,8.302,8.109,7.943,7.679,7.283,7.108,6.737,6.394,6.221,5.981,5.695,5.599,5.516,5.403,5.291,5.363,5.368,5.316,5.508,5.603,5.698,5.897,6.12,6.207,6.381,6.586,6.772,6.854,6.947,7.159,7.279,7.307,7.563,7.882,8.085,8.407,9.006,9.524,9.828,10.58,10.91,10.98,11.21,11.19,10.69,10.26,10.04,9.413,8.857,8.729,8.475,8.167,8.178,8.152,8.12,8.144,8.239,8.365,8.328,8.627,8.748,8.727
25ppb_S11,25,Ac TW 25ppb.xlsx,-0.301,0.427,5.173,9.947,13.98,17.44,20.56,23.57,20.44,17.86,15.41,13.29,11.92,10.6,9.45,8.757,8.288,7.637,7.385,7.574,7.609,7.609,8.064,8.316,8.263,8.438,8.512,8.178,7.878,7.8,7.425,7.093,6.89,6.667,6.225,6.055,5.981,5.457,5.452,5.448,5.323,5.363,5.455,5.456,5.517,5.687,5.96,6.022,6.24,6.558,6.799,6.939,7.142,7.422,7.409,7.458,7.79,7.909,7.913,8.312,8.711,8.965,9.34,10.04,10.4,10.74,11.46,11.67,11.56,11.62,11.42,10.74,10.29,9.998,9.429,8.979,8.972,8.816,8.596,8.696,8.825,8.69,8.773,8.877,9.035,9.009,9.385,9.602,9.639
25ppb_S12,25,Ac TW 25ppb.xlsx,-0.497,-0.063,0.749,-0.826,4.809,9.212,12.77,15.89,18.58,21.02,17.96,15.36,13.33,11.57,10.05,8.848,8.001,7.049,6.489,6.139,5.768,5.46,5.516,5.523,5.432,5.551,5.747,5.649,5.663,5.81,5.663,5.505,5.491,5.421,5.218,5.145,5.131,4.966,4.921,4.952,4.963,4.917,4.896,5.04,5.061,5.11,5.172,5.367,5.463,5.587,5.794,5.982,6.181,6.352,6.491,6.604,6.747,6.957,6.966,7.217,7.561,7.78,8.061,8.725,9.215,9.47,10.11,10.45,10.51,10.7,10.66,10.17,9.767,9.474,8.928,8.407,8.302,8.12,7.863,7.931,8.025,7.959,8.018,8.123,8.269,8.246,8.508,8.577,8.594
25ppb_S13,25,Ac TW 25ppb.xlsx,0.343,-0.469,-0.427,-0.217,0.504,3.157,7.245,10.76,13.73,16.39,17.98,17.29,15.06,13.1,11.38,10.33,9.436,8.491,8.008,7.98,7.644,7.567,7.833,8.05,8.046,8.41,8.645,8.512,8.333,8.351,7.973,7.507,7.353,6.989,6.517,6.23,6.069,5.715,5.474,5.477,5.33,5.159,5.201,5.176,5.173,5.277,5.397,5.362,5.39,5.705,5.803,5.803,6.013,6.23,6.247,6.268,6.524,6.552,6.51,6.783,6.968,7.042,7.329,7.784,7.983,8.263,8.858,9.114,9.17,9.376,9.38,8.981,8.757,8.641,8.221,7.864,7.882,7.766,7.506,7.682,7.829,7.775,7.924,8.065,8.274,8.314,8.655,8.802,8.802
25ppb_S14,25,Ac TW 25ppb.xlsx,-0.231,0.308,-0.329,0.805,6.51,11.49,15.74,19.38,22.43,23.99,20.37,17.35,15.05,13.07,11.38,10.19,9.268,8.295,7.714,7.476,7.049,6.72,6.874,6.811,6.643,6.755,6.651,6.611,6.594,6.734,6.429,6.156,6.142,5.932,5.589,5.56,5.344,5.166,5.084,5.169,5.007,4.985,5.133,5.138,5.096,5.214,5.428,5.463,5.638,5.856,5.967,6.066,6.279,6.419,6.43,6.527,6.692,6.737,6.792,7.032,7.261,7.447,7.74,8.33,8.73,9.005,9.766,10.11,10.15,10.35,10.31,9.751,9.404,9.168,8.62,8.193,8.169,7.985,7.78,7.919,8.045,7.957,8.073,8.365,8.375,8.37,8.72,8.878,8.86
25ppb_S15,25,Ac TW 25ppb.xlsx,-0.469,-0.546,-0.336,-0.4515,-0.427,-0.497,2.842,6.825,10.16,13.17,15.66,17.83,16.77,14.48,12.47,11.07,9.94,8.764,8.022,7.602,7.0,6.503,6.405,6.202,5.838,5.831,5.682,5.523,5.537,5.649,5.537,5.397,5.411,5.285,5.085,5.054,5.103,4.949,4.858,4.998,5.029,5.073,5.131,5.134,5.096,5.229,5.474,5.416,5.593,5.896,6.026,6.118,6.415,6.632,6.646,6.863,7.14,7.188,7.222,7.461,7.732,7.84,8.09,8.599,8.958,9.169,9.878,10.28,10.34,10.63,10.66,10.23,9.956,9.765,9.203,8.75,8.668,8.444,8.179,8.255,8.367,8.258,8.382,8.683,8.678,8.664,8.988,9.126,9.091
25ppb_S16,25,Ac TW 25ppb.xlsx,0.147,-0.322,-0.42,-0.392,0.266,-0.322,0.658,5.404,9.611,13.31,16.29,18.91,20.39,17.51,15.03,13.25,11.79,10.35,9.38,8.862,8.078,7.42,7.252,6.937,6.433,6.328,6.307,5.95,5.81,5.936,5.768,5.565,5.533,5.453,5.347,5.194,5.208,5.043,4.994,5.152,5.12,5.05,5.092,5.086,5.087,5.113,5.232,5.256,5.37,5.578,5.695,5.724,5.946,6.082,6.092,6.243,6.369,6.436,6.501,6.7,6.933,7.087,7.291,7.825,8.246,8.47,9.18,9.6,9.73,10.04,10.05,9.604,9.317,9.121,8.55,8.111,8.045,7.833,7.558,7.707,7.847,7.74,7.864,8.174,8.223,8.22,8.554,8.731,8.739
25ppb_S17,25,Ac TW 25ppb.xlsx,-0.035,-0.371,-0.371,-0.21,0.049,0.644,5.719,10.05,13.64,16.77,19.4,20.67,17.7,15.04,12.87,11.17,9.8,8.519,7.525,6.923,6.237,5.635,5.39,5.054,4.669,4.543,4.494,4.207,4.102,4.179,4.081,3.913,4.025,4.046,3.892,3.969,4.046,3.955,4.004,4.214,4.214,4.228,4.417,4.532,4.553,4.69,4.945,5.064,5.043,5.346,5.523,5.588,5.889,6.132,6.239,6.33,6.608,6.662,6.704,6.958,7.161,7.161,7.476,7.87,8.048,8.328,8.867,9.17,9.243,9.46,9.45,9.032,8.713,8.473,7.943,7.495,7.376,7.142,6.916,6.961,6.968,7.039,6.96,7.219,7.361,7.306,7.484,7.754,7.714
25ppb_S18,25,Ac TW 25ppb.xlsx,-0.504,-0.238,0.287,-0.294,-0.504,-0.28,0.259,4.228,8.554,12.26,15.6,18.23,21.29,18.21,15.67,13.64,12.13,10.54,9.422,8.813,7.903,7.224,6.958,6.496,5.908,5.838,5.761,5.348,5.166,5.264,5.033,4.83,4.865,4.748,4.655,4.641,4.596,4.539,4.55,4.63,4.711,4.721,4.822,4.942,4.912,5.082,5.035,5.134,5.304,5.47,5.606,5.694,5.887,6.027,6.062,6.165,6.371,6.481,6.539,6.762,7.003,7.141,7.373,7.916,8.254,8.49,9.229,9.63,9.753,10.03,10.04,9.62,9.359,9.135,8.599,8.155,8.069,7.836,7.583,7.688,7.812,7.693,7.836,8.15,8.172,8.19,8.505,8.671,8.652
25ppb_S19,25,Ac TW 25ppb.xlsx,0.006999,0.784,-0.371,-0.483,0.006999,4.48,9.226,13.11,16.46,19.52,22.9,19.56,16.95,14.8,12.85,11.53,10.51,9.289,8.603,8.148,7.595,6.909,6.832,6.482,6.027,5.88,5.859,5.488,5.411,5.432,5.292,5.117,5.159,5.051,4.977,4.952,4.985,5.019,4.991,5.19,5.267,5.239,5.355,5.525,5.49,5.573,5.639,5.638,5.825,6.155,6.289,6.353,6.67,6.906,6.905,7.038,7.336,7.371,7.416,7.788,8.102,8.216,8.592,9.21,9.545,9.769,10.59,10.79,10.82,11.0,10.9,10.37,10.01,9.817,9.285,8.86,8.865,8.717,8.465,8.647,8.829,8.711,8.879,9.219,9.25,9.275,9.663,9.891,9.929
25ppb_S20,25,Ac TW 25ppb.xlsx,-0.238,0.224,-0.308,-0.427,-0.294,0.301,2.1,7.091,11.56,15.4,18.63,21.45,21.63,18.68,16.04,14.17,12.7,11.13,10.12,9.499,8.673,7.889,7.637,7.196,6.594,6.377,6.307,5.88,5.663,5.705,5.446,5.271,5.299,5.208,4.977,4.903,5.054,4.945,4.935,5.045,5.176,5.124,5.236,5.411,5.344,5.439,5.478,5.521,5.704,6.0,6.127,6.197,6.478,6.722,6.723,6.934,7.237,7.332,7.298,7.682,7.967,8.057,8.397,9.034,9.325,9.58,10.41,10.74,10.82,11.1,11.1,10.62,10.32,10.14,9.537,9.047,8.993,8.79,8.507,8.62,8.769,8.668,8.808,9.144,9.166,9.189,9.59,9.777,9.789
25ppb_S21,25,Ac TW 25ppb.xlsx,0.287,-0.322,-0.49,0.385,5.593,10.63,14.92,18.53,21.73,24.42,20.66,17.46,14.99,12.9,11.0,9.709,8.694,7.518,6.776,6.328,5.754,5.292,5.194,4.977,4.662,4.704,4.662,4.452,4.487,4.55,4.522,4.473,4.585,4.711,4.55,4.69,4.77,4.742,4.873,4.952,5.026,5.012,5.113,5.343,5.339,5.491,5.925,5.96,6.085,6.471,6.732,6.715,6.965,7.238,7.208,7.409,7.555,7.637,7.612,7.894,8.139,8.148,8.508,9.033,9.287,9.607,10.28,10.69,10.76,11.04,11.05,10.6,10.19,9.942,9.322,8.804,8.682,8.419,8.169,8.235,8.37,8.221,8.325,8.447,8.627,8.615,8.928,9.088,9.039
25ppb_S22,25,Ac TW 25ppb.xlsx,0.063,-0.434,-0.462,-0.329,0.224,1.162,5.957,9.877,13.26,16.24,18.8,19.58,16.89,14.55,12.52,11.02,9.968,8.708,7.91,7.441,6.846,6.342,6.125,5.866,5.516,5.432,5.334,5.124,4.956,5.173,5.019,4.844,4.963,4.928,4.809,4.879,4.868,4.914,5.025,5.131,5.187,5.173,5.348,5.481,5.435,5.656,5.854,5.934,6.06,6.361,6.676,6.781,7.061,7.385,7.45,7.49,7.945,8.006,8.006,8.311,8.543,8.585,8.855,9.312,9.557,9.852,10.54,10.9,11.04,11.34,11.45,10.99,10.7,10.4,9.861,9.296,9.182,8.93,8.598,8.666,8.776,8.68,8.781,9.088,9.158,9.147,9.513,9.723,9.686
25ppb_S23,25,Ac TW 25ppb.xlsx,-0.441,-0.245,-0.3605,-0.357,-0.399,1.855,7.385,12.06,16.09,19.68,22.64,22.41,19.27,16.59,14.21,12.45,11.1,9.744,8.722,8.141,7.441,6.699,6.573,6.174,5.733,5.579,5.551,5.159,5.11,5.152,5.047,4.921,5.005,5.019,4.886,4.907,4.984,4.956,5.079,5.166,5.211,5.155,5.269,5.453,5.385,5.381,5.32,5.366,5.535,5.8,5.955,6.005,6.265,6.527,6.639,6.673,7.005,7.105,7.099,7.419,7.774,7.943,8.238,8.911,9.338,9.608,10.46,10.85,10.94,11.28,11.38,10.94,10.59,10.38,9.763,9.212,9.103,8.86,8.547,8.661,8.802,8.724,8.822,9.18,9.231,9.257,9.635,9.854,9.863
25ppb_S24,25,Ac TW 25ppb.xlsx,-0.343,-0.273,0.224,0.742,7.105,12.72,17.44,21.44,25.02,26.65,22.68,19.29,16.6,14.33,12.43,10.88,9.681,8.484,7.602,7.07,6.447,5.831,5.621,5.313,4.984,4.816,4.802,4.557,4.438,4.599,4.522,4.41,4.48,4.518,4.319,4.469,4.56,4.452,4.459,4.623,4.676,4.648,4.502,4.309,4.374,4.569,4.716,4.869,5.063,5.307,5.526,5.587,5.927,6.135,6.156,6.205,6.535,6.679,6.622,6.988,7.423,7.591,7.864,8.62,9.019,9.289,10.11,10.53,10.57,10.94,10.9,10.44,10.14,9.905,9.341,8.836,8.797,8.584,8.312,8.409,8.564,8.452,8.547,8.883,8.893,8.893,9.252,9.474,9.476
2ppb_S1,2,Ac TW 2ppb.xlsx,-0.077,0.098,-0.0945,-0.252,-0.147,3.003,10.33,16.74,22.01,26.91,31.16,30.55,26.7,23.34,20.43,18.4,17.0,15.02,13.52,12.77,11.53,10.19,9.781,9.023,8.109,7.707,7.476,6.848,6.513,6.543,6.242,5.885,5.706,5.505,5.085,5.148,5.159,4.868,4.912,5.049,5.022,4.976,5.111,5.299,5.211,5.386,5.624,5.673,5.782,6.142,6.366,6.41,6.619,6.883,6.837,6.877,6.904,6.886,6.786,6.654,6.699,6.522,6.452,6.71,6.73,6.896,6.989,7.153,7.045,7.203,7.409,7.312,7.475,7.57,7.607,7.521,7.944,8.174,8.225,8.559,8.941,8.99,9.184,9.613,9.737,9.781,10.32,10.69,10.85
2ppb_S2,2,Ac TW 2ppb.xlsx,0.119,1.05,-0.147,0.0,0.406,1.232,-0.252,5.46,12.01,17.84,22.7,27.03,32.12,27.86,24.13,21.48,19.33,16.97,15.07,14.21,12.75,11.29,10.77,9.922,8.855,8.372,8.169,7.388,6.928,6.944,6.559,5.97,5.922,5.611,5.252,5.253,5.141,4.867,4.896,4.926,4.984,4.956,5.099,5.178,5.078,5.226,5.421,5.49,5.539,5.827,6.002,6.065,6.243,6.471,6.455,6.531,6.617,6.583,6.545,6.446,6.535,6.385,6.367,6.646,6.653,6.856,6.978,7.145,7.048,7.173,7.38,7.306,7.435,7.495,7.559,7.43,7.83,8.116,8.12,8.508,8.888,8.956,9.184,9.644,9.767,9.83,10.33,10.71,10.83
2ppb_S3,2,Ac TW 2ppb.xlsx,1.302,-0.322,-0.091,-0.252,-0.238,-0.357,-0.084,3.29,8.897,13.86,18.07,21.62,25.05,24.25,20.95,18.7,16.8,14.87,13.52,12.54,11.3,10.16,9.691,8.935,7.976,7.647,7.329,6.655,6.303,6.296,5.943,5.588,5.605,5.476,5.22,5.141,5.145,4.986,4.9,4.667,4.677,4.689,4.799,4.883,4.925,5.044,5.142,5.203,5.339,5.528,5.764,5.803,5.947,6.205,6.262,6.21,6.368,6.357,6.301,6.228,6.252,6.142,6.051,6.224,6.314,6.188,6.5,6.667,6.611,6.747,6.92,6.858,6.938,6.961,7.011,6.863,7.115,7.319,7.353,7.56,7.968,7.941,8.122,8.494,8.584,8.617,9.004,9.243,9.289
2ppb_S4,2,Ac TW 2ppb.xlsx,-0.098,0.105,-0.06125,-0.07,-0.182,0.371,1.169,4.879,10.49,15.76,20.14,23.97,29.02,25.92,22.9,20.92,19.34,17.3,15.79,15.13,13.73,12.31,11.82,10.96,9.737,9.345,8.946,8.046,7.43,7.455,7.105,6.653,6.646,6.482,6.167,6.065,5.988,5.834,5.635,5.806,5.761,5.684,5.778,5.883,5.792,5.862,6.121,6.118,6.271,6.377,6.468,6.426,6.576,6.762,6.657,6.59,6.786,6.674,6.499,6.58,6.583,6.377,6.443,6.474,6.538,6.538,6.87,6.965,6.891,7.08,7.072,6.947,6.995,7.074,7.175,7.18,7.539,7.73,7.766,8.111,8.501,8.584,8.83,9.305,9.443,9.546,10.07,10.43,10.59
50ppb_S1,50,Ac TW 50ppb.xlsx,-0.252,0.322,-0.28,-0.259,-1.036,5.012,9.394,13.05,16.17,18.84,20.86,17.49,14.97,12.73,10.87,9.597,8.589,7.63,7.14,7.014,6.727,6.622,6.965,7.175,7.224,7.581,7.724,7.588,7.598,7.663,7.472,7.145,7.24,7.135,6.804,6.743,6.79,6.526,6.41,6.583,6.487,6.319,6.527,6.66,6.506,6.771,7.152,7.296,7.495,8.046,8.356,8.451,8.823,9.18,9.084,9.159,9.49,9.555,9.509,9.994,10.41,10.66,11.43,12.53,13.33,14.32,16.02,17.06,17.61,18.33,18.45,17.45,16.51,15.72,14.34,13.06,12.58,11.91,11.21,11.15,11.16,10.85,10.86,10.97,11.13,11.06,11.51,11.76,11.7
50ppb_S2,50,Ac TW 50ppb.xlsx,-0.329,-0.049,0.728,-0.35,3.668,8.876,13.29,16.95,20.11,22.12,20.74,17.38,14.83,12.68,10.82,9.611,8.708,7.756,7.357,7.273,7.077,7.056,7.434,7.735,7.7,7.941,8.27,8.102,8.05,8.176,7.941,7.644,7.742,7.595,7.29,7.227,7.283,7.017,6.856,7.045,6.958,6.741,6.923,7.063,6.954,7.178,7.556,7.672,7.826,8.326,8.585,8.645,8.904,9.212,9.075,9.1,9.471,9.485,9.509,10.03,10.5,10.83,11.62,12.77,13.58,14.54,16.13,17.02,17.35,17.86,17.75,16.6,15.73,14.94,13.6,12.46,12.04,11.41,10.78,10.72,10.72,10.38,10.4,10.51,10.65,10.6,11.11,11.38,11.43
50ppb_S3,50,Ac TW 50ppb.xlsx,0.553,-0.266,-0.266,1.19,6.503,10.94,14.63,17.78,20.33,21.22,17.84,15.04,12.95,11.0,9.485,8.428,7.658,6.937,6.517,6.496,6.356,6.3,6.65,6.888,6.951,7.196,7.378,7.217,7.122,7.093,6.902,6.62,6.641,6.446,6.118,6.233,6.158,5.869,5.87,5.939,5.834,5.733,5.91,5.969,5.831,6.158,6.489,6.558,6.774,7.273,7.483,7.515,7.868,8.121,7.944,8.062,8.443,8.438,8.491,9.103,9.72,10.13,11.1,12.47,12.82,13.78,15.25,16.08,16.39,16.78,16.61,15.46,14.47,13.68,12.37,11.27,10.77,10.17,9.551,9.467,9.432,9.096,9.084,9.166,9.271,9.212,9.59,9.819,9.842
50ppb_S4,50,Ac TW 50ppb.xlsx,-0.301,0.161,-0.182,0.042,4.599,8.939,12.58,15.58,18.16,20.4,17.19,14.57,12.58,10.83,9.394,8.379,7.686,6.986,6.615,6.58,6.496,6.454,6.818,7.056,7.063,7.245,7.462,7.29,7.054,7.171,6.989,6.702,6.769,6.688,6.38,6.37,6.386,6.148,6.046,6.218,6.141,5.981,6.205,6.328,6.284,6.475,6.932,7.073,7.206,7.763,7.989,8.038,8.374,8.715,8.641,8.75,9.116,9.191,9.226,9.751,10.28,10.66,11.51,12.68,13.51,14.48,15.95,16.72,16.89,17.18,16.83,15.61,14.61,13.77,12.49,11.41,10.99,10.41,9.842,9.782,9.753,9.443,9.438,9.516,9.614,9.567,9.973,10.16,10.17
5ppb_S1,5,Ac TW 5ppb.xlsx,-0.14,0.665,-0.406,-0.413,3.388,7.938,11.82,14.87,17.62,19.52,17.95,15.12,13.01,11.19,9.625,8.652,7.931,7.287,6.986,6.972,7.014,7.042,7.49,7.812,7.815,8.165,8.466,8.358,8.186,8.34,8.092,7.731,7.742,7.563,7.241,7.122,7.073,6.863,6.622,6.804,6.653,6.485,6.604,6.678,6.58,6.674,7.059,7.161,7.294,7.843,8.113,8.214,8.55,8.813,8.624,8.536,8.676,8.473,8.214,8.27,8.232,8.025,8.141,8.372,8.344,8.379,8.792,8.897,8.795,8.998,9.072,8.816,8.753,8.967,8.802,8.701,9.019,9.163,9.156,9.499,9.863,9.821,9.971,10.37,10.38,10.34,10.78,11.02,11.01
5ppb_S2,5,Ac TW 5ppb.xlsx,-0.133,0.49,-0.364,0.175,5.544,9.884,13.74,16.9,19.53,21.03,17.77,14.99,12.92,11.1,9.555,8.561,7.875,7.133,6.706,6.804,6.692,6.678,7.014,7.322,7.406,7.637,7.92,7.892,7.693,7.903,7.717,7.437,7.455,7.36,7.045,6.947,7.035,6.804,6.587,6.79,6.667,6.475,6.625,6.72,6.594,6.776,7.126,7.304,7.507,8.025,8.431,8.547,8.974,9.278,9.089,8.97,9.072,8.837,8.477,8.554,8.473,8.277,8.368,8.536,8.505,8.536,8.911,9.037,8.925,9.107,9.187,8.883,8.851,8.988,8.816,8.666,8.963,9.065,9.016,9.327,9.639,9.628,9.793,10.16,10.17,10.15,10.54,10.79,10.76
5ppb_S3,5,Ac TW 5ppb.xlsx,-0.343,0.028,0.84,2.583,7.714,11.93,15.69,18.7,21.36,20.85,17.67,15.01,13.06,11.37,9.982,9.065,8.407,7.728,7.378,7.434,7.371,7.42,7.777,8.113,8.144,8.424,8.704,8.568,8.501,8.645,8.459,8.144,8.144,8.095,7.679,7.658,7.675,7.437,7.199,7.402,7.311,7.143,7.213,7.332,7.161,7.311,7.668,7.78,7.931,8.456,8.718,8.778,9.149,9.418,9.25,9.166,9.352,9.138,8.82,8.932,8.907,8.655,8.785,9.03,8.984,9.037,9.541,9.695,9.663,9.957,10.16,9.933,10.0,10.05,10.16,10.1,10.51,10.71,10.73,11.14,11.57,11.55,11.76,12.23,12.23,12.47,12.61,12.79,12.68
5ppb_S4,5,Ac TW 5ppb.xlsx,0.525,-0.294,-0.371,-0.006999,-0.441,5.215,9.527,13.11,16.19,18.92,20.44,17.21,14.71,12.54,10.81,9.562,8.687,7.826,7.378,7.343,7.21,7.217,7.658,7.91,7.994,8.319,8.725,8.547,8.4,8.603,8.34,8.029,8.018,7.899,7.504,7.416,7.416,7.122,6.923,7.105,6.968,6.765,6.867,7.0,6.811,6.954,7.304,7.465,7.588,8.151,8.522,8.648,9.072,9.369,9.247,9.145,9.348,9.117,8.837,8.893,8.9,8.617,8.708,8.984,8.956,8.995,9.429,9.579,9.516,9.73,9.8,9.509,9.471,9.628,9.432,9.282,9.597,9.737,9.709,10.07,10.46,10.43,10.63,11.06,11.11,11.06,11.52,11.74,11.71
5ppb_S5,5,Ac TW 5ppb.xlsx,0.077,2.877,10.54,17.53,23.71,29.43,36.2,31.47,27.14,23.58,20.29,17.5,15.34,13.52,11.94,11.1,10.68,10.4,10.58,11.61,12.45,13.15,14.43,15.1,15.01,14.99,14.6,13.6,12.57,12.03,11.19,10.32,9.772,9.282,8.498,8.106,7.805,7.28,6.804,6.748,6.475,6.174,6.167,6.209,6.02,6.118,6.391,6.447,6.482,6.888,7.119,7.091,7.294,7.469,7.259,7.105,7.245,7.007,6.762,6.853,6.853,6.664,6.769,7.014,6.919,6.982,7.406,7.563,7.504,7.77,7.966,7.777,7.822,7.892,8.015,7.955,8.333,8.47,8.442,8.778,9.107,9.023,9.159,9.562,9.576,9.527,10.02,10.34,10.37
5ppb_S6,5,Ac TW 5ppb.xlsx,-0.546,-0.441,2.114,7.028,11.36,15.04,18.44,21.26,20.8,18.05,15.65,13.56,12.12,10.91,9.912,9.415,9.282,9.226,9.611,10.63,11.44,12.32,13.5,14.13,14.13,13.94,13.61,12.73,11.75,11.27,10.35,9.527,9.093,8.603,7.938,7.574,7.336,6.867,6.524,6.454,6.237,6.048,6.027,6.062,5.894,5.943,6.195,6.209,6.286,6.657,6.804,6.79,6.993,7.182,6.972,6.881,6.979,6.783,6.566,6.664,6.636,6.489,6.573,6.639,6.73,6.762,7.199,7.322,7.28,7.514,7.668,7.507,7.539,7.573,7.647,7.598,7.927,8.057,8.057,8.358,8.582,8.535,8.682,9.058,9.051,8.967,9.427,9.676,9.705
5ppb_S7,5,Ac TW 5ppb.xlsx,0.903,-0.539,-0.35,0.0,2.184,6.097,9.555,12.43,14.96,17.18,17.0,14.64,13.06,11.63,10.5,9.905,9.709,9.548,9.842,10.82,11.47,12.13,13.13,13.57,13.4,13.26,13.01,12.16,11.42,10.96,10.22,9.506,9.135,8.722,8.099,7.742,7.518,7.077,6.699,6.692,6.489,6.258,6.307,6.384,6.251,6.328,6.629,6.727,6.825,7.273,7.553,7.56,7.77,8.029,7.812,7.686,7.791,7.588,7.343,7.399,7.413,7.189,7.301,7.553,7.525,7.567,7.938,8.064,7.983,8.193,8.284,8.053,8.039,8.06,8.12,8.025,8.319,8.442,8.431,8.718,9.002,8.942,9.079,9.354,9.385,9.354,9.793,10.06,10.11
