concentration_ppb,V_-0.0016,V_-0.0118,V_-0.0220,V_-0.0322,V_-0.0424,V_-0.0526,V_-0.0629,V_-0.0731,V_-0.0833,V_-0.0935,V_-0.1037,V_-0.1139,V_-0.1241,V_-0.1343,V_-0.1445,V_-0.1547,V_-0.1649,V_-0.1751,V_-0.1853,V_-0.1956,V_-0.2058,V_-0.2160,V_-0.2262,V_-0.2364,V_-0.2466,V_-0.2568,V_-0.2670,V_-0.2772,V_-0.2874,V_-0.2976,V_-0.3078,V_-0.3180,V_-0.3283,V_-0.3385,V_-0.3487,V_-0.3589,V_-0.3691,V_-0.3793,V_-0.3895,V_-0.3997,V_-0.4099,V_-0.4201,V_-0.4303,V_-0.4405,V_-0.4507,V_-0.4610,V_-0.4712,V_-0.4814,V_-0.4916,V_-0.5018,V_-0.5120,V_-0.5222,V_-0.5324,V_-0.5426,V_-0.5528,V_-0.5630,V_-0.5732,V_-0.5834,V_-0.5937,V_-0.6039,V_-0.6141,V_-0.6243,V_-0.6345,V_-0.6447,V_-0.6549,V_-0.6651,V_-0.6753,V_-0.6855,V_-0.6957,V_-0.7059,V_-0.7161,V_-0.7263,V_-0.7366,V_-0.7468,V_-0.7570,V_-0.7672,V_-0.7774,V_-0.7876,V_-0.7978,V_-0.8080,V_-0.8182,V_-0.8284,V_-0.8386,V_-0.8488,V_-0.8590,V_-0.8693,V_-0.8795,V_-0.8897,V_-0.8999,dataset
25.0,2.893,2.933,2.835,2.761,2.621,2.655,2.546,2.441,2.467,2.501,2.485,2.761,2.956,3.031,3.488,3.967,4.133,4.413,4.833,4.863,4.634,4.611,4.317,3.731,3.444,3.195,2.735,2.453,2.401,2.166,1.921,1.955,1.871,1.591,1.585,1.561,1.272,1.024,0.985,0.768,0.458,0.371,0.292,0.038,0,0.047,-0.054,-0.109,0.189,0.241,0.238,0.423,0.71,0.805,1.043,1.407,1.662,1.865,2.306,2.537,2.681,2.929,3.132,3.101,2.898,2.87,2.607,2.268,2.233,2.149,1.988,2.149,2.681,3.136,3.836,4.903,6.113,7.523,9.383,11.593,14.023,15.473,12.953,9.953,6.653,2.884,-1.617,-5.6,-5.236,lab
25.0,3.411,3.432,3.311,3.012,3.049,2.923,2.828,2.804,2.836,2.862,2.851,3.159,3.413,3.541,4.097,4.724,4.944,5.374,5.874,5.894,5.664,5.594,5.264,4.512,4.208,3.69,3.091,2.769,2.566,2.247,1.991,1.963,1.843,1.631,1.538,1.456,1.27,1.065,0.891,0.804,0.581,0.382,0.287,0.192,0,0.052,0.047,-0.025,0.087,0.2,0.283,0.379,0.665,0.905,1.078,1.421,1.792,1.967,2.363,2.627,2.793,2.986,3.189,3.035,2.797,2.769,2.524,2.111,2.069,2.167,2.181,2.566,3.266,3.938,4.824,6.194,7.784,9.514,11.864,14.654,12.144,9.654,6.664,3.203,-0.857,-5.939,-5.729,-4.728,-5.463,lab
25.0,4.122,4.085,3.868,3.492,3.518,3.36,3.256,3.173,3.308,3.179,3.079,3.299,3.455,3.462,3.912,4.481,4.773,5.223,5.903,6.103,6.043,6.153,5.943,5.223,4.883,4.523,3.823,3.448,3.194,2.795,2.396,2.392,2.273,1.941,1.892,1.905,1.625,1.422,1.282,1.041,0.723,0.505,0.443,0.17,0,-0.061,-0.062,-0.154,-0.194,-0.069,-0.065,-0.06,0.464,0.538,0.708,1.15,1.373,1.576,1.908,2.283,2.361,2.661,2.995,2.921,2.746,2.799,2.547,2.092,2.092,2.057,1.868,2.12,2.771,3.24,3.933,5.083,6.403,7.773,9.893,12.343,14.923,18.053,15.043,11.923,8.463,4.43,-0.344,-5.09,-5.818,lab
25.0,3.533,3.516,3.447,3.185,3.208,3.062,2.957,2.898,2.964,2.87,2.802,3.059,3.241,3.346,3.867,4.413,4.706,5.109,5.599,5.639,5.449,5.389,5.049,4.409,4.154,3.664,3.0,2.719,2.5,2.156,1.905,1.896,1.686,1.543,1.43,1.291,1.12,0.921,0.733,0.526,0.402,0.306,0.111,0.049,0,-0.021,-0.165,-0.144,-0.098,-0.109,-0.14,-0.095,0.07,0.084,0.157,0.36,0.43,0.444,0.602,0.749,0.602,0.588,0.686,0.49,0.371,0.462,0.455,0.399,0.707,1.078,1.428,1.988,2.94,3.787,4.989,6.509,8.269,10.299,12.899,15.959,13.519,10.829,7.709,4.151,-0.252,-5.887,-4.312,-5.124,-5.558,lab
25.0,3.629,3.629,3.482,3.141,3.101,2.892,2.751,2.602,2.656,2.509,2.333,2.593,2.709,2.691,3.048,3.468,3.584,3.808,4.207,4.203,3.997,3.941,3.685,3.09,2.81,2.611,2.156,1.869,1.795,1.61,1.337,1.379,1.351,1.095,1.074,1.057,0.84,0.63,0.63,0.532,0.217,0.189,0.224,0.104,0,0.003,0.028,-0.014,0.157,0.304,0.301,0.542,0.896,1.057,1.344,1.816,2.18,2.334,2.8,3.178,3.16,3.339,3.472,3.237,2.873,2.877,2.66,2.394,2.471,2.807,2.835,3.318,4.263,5.157,6.207,7.927,9.887,12.117,12.807,11.217,8.557,5.587,2.072,-2.016,-4.669,-5.39,-5.6,-5.642,-4.83,lab
25.0,3.764,3.782,3.624,3.274,3.279,3.269,2.977,2.861,2.949,2.823,2.684,2.889,3.073,3.097,3.524,4.072,4.308,4.655,5.214,5.254,5.054,5.014,4.67,3.909,3.634,3.234,2.644,2.351,2.165,1.936,1.696,1.641,1.596,1.431,1.334,1.323,1.183,0.97,0.871,0.76,0.542,0.367,0.332,0.118,0,0.042,0.037,-0.111,-0.089,0.073,-0.012,0.07,0.248,0.464,0.493,0.836,1.046,1.06,1.333,1.638,1.498,1.515,1.555,1.659,1.547,1.715,1.778,1.624,1.953,2.38,2.618,3.199,4.172,5.094,6.284,7.974,9.954,12.254,15.274,18.894,17.334,14.284,10.644,6.394,1.414,-4.291,-5.425,-4.788,-5.327,lab
25.0,3.995,4.03,3.892,3.568,3.582,3.587,3.286,3.162,3.271,3.159,3.083,3.348,3.572,3.654,4.107,4.669,4.86,5.134,5.564,5.534,5.244,5.184,4.782,4.073,3.862,3.503,2.994,2.744,2.636,2.365,2.126,2.092,2.044,1.767,1.55,1.536,1.319,1.022,0.93,0.8,0.497,0.32,0.378,0.133,0,0.038,0.035,-0.023,-0.067,-0.098,-0.238,-0.147,0.007,-0.042,-0.011,0.189,0.315,0.301,0.441,0.553,0.441,0.427,0.586,0.735,0.742,1.106,1.309,1.407,1.904,2.506,2.926,3.668,4.844,5.974,7.374,9.384,11.674,12.734,10.564,8.074,5.064,1.729,-2.254,-5.593,-5.523,-5.5475,-5.432,-5.642,-5.565,lab
25.0,3.652,3.644,3.467,3.133,3.136,3.087,2.777,2.653,2.76,2.62,2.471,2.746,2.958,3.024,3.463,4.034,4.23,4.517,4.963,4.953,4.643,4.513,4.093,3.383,3.159,2.738,2.204,2.0,1.846,1.613,1.414,1.349,1.282,1.156,1.005,0.995,0.859,0.637,0.608,0.491,0.283,0.169,0.145,0.026,0,-0.001,0.005,-0.037,0.033,0.065,-0.093,-0.044,0.121,0.107,0.26,0.366,0.446,0.478,0.681,0.849,0.723,0.863,1.22,1.241,1.346,1.85,2.165,2.333,2.991,3.775,4.293,5.263,6.703,8.163,9.943,12.423,15.303,13.823,11.203,8.223,4.524,0.317,-4.429,-5.409,-4.821,-5.479,-5.507,-5.409,-4.94,lab
25.0,3.161,3.201,2.931,2.753,2.808,2.666,2.407,2.486,2.415,2.408,2.363,2.589,2.823,2.942,3.39,3.92,4.16,4.479,4.897,4.907,4.69,4.617,4.314,3.775,3.495,3.317,2.923,2.608,2.608,2.405,2.151,2.109,2.055,1.777,1.686,1.579,1.336,1.035,0.97,0.793,0.49,0.511,0.392,0.137,0,-0.021,-0.136,-0.325,-0.339,-0.339,-0.549,-0.598,-0.507,-0.584,-0.661,-0.507,-0.528,-0.64,-0.472,-0.374,-0.451,-0.346,-0.059,-0.01,0.116,0.501,0.837,1.082,1.684,2.37,2.972,3.966,5.247,6.617,8.317,10.487,13.147,16.117,14.847,12.217,9.087,5.497,1.166,-3.909,-4.504,-4.763,-4.924,-4.924,-4.588,lab
25.0,3.74,3.759,3.593,3.278,3.26,3.238,2.924,2.781,2.9,2.776,2.671,2.924,3.157,3.243,3.687,4.223,4.447,4.708,5.128,5.118,4.841,4.718,4.317,3.578,3.342,3.004,2.461,2.229,2.091,1.85,1.627,1.569,1.459,1.253,1.15,1.115,0.975,0.782,0.694,0.558,0.392,0.222,0.123,0.17,0,0.03,-0.09,-0.191,-0.201,-0.282,-0.362,-0.373,-0.316,-0.271,-0.257,-0.164,-0.047,-0.082,0.121,0.352,0.254,0.436,0.849,0.926,0.996,1.584,2.046,2.312,2.991,3.901,4.51,5.628,7.218,8.728,10.758,13.298,16.378,13.318,10.688,7.348,3.642,-0.684,-4.653,-5.192,-5.416,-5.206,-4.625,-5.15,-5.416,lab
25.0,4.439,4.401,4.173,3.785,3.76,3.729,3.389,3.221,3.339,3.157,2.975,3.227,3.375,3.37,3.795,4.327,4.52,4.88,5.41,5.51,5.33,5.3,5.1,4.279,4.055,3.72,3.102,2.726,2.612,2.298,1.926,1.881,1.846,1.548,1.415,1.416,1.18,0.863,0.799,0.665,0.335,0.148,0.149,0.083,0,0.035,-0.135,-0.251,-0.223,-0.3,-0.499,-0.471,-0.505,-0.538,-0.513,-0.439,-0.331,-0.373,-0.198,-0.058,-0.079,-0.002,0.369,0.39,0.537,0.992,1.342,1.419,2.105,2.658,3.113,3.799,5.02,6.04,7.36,9.31,11.46,14.07,17.41,14.03,10.97,7.62,3.736,-1.01,-5.483001,-5.973,-5.861,-4.706,-5.483001,lab
25.0,4.445,4.433,4.246,3.845,3.822,3.8,3.464,3.324,3.425,3.276,3.163,3.446,3.649,3.703,4.193,4.796,4.976,5.276,5.756,5.756,5.476,5.396,5.066,4.236,3.981,3.69,3.053,2.713,2.623,2.338,1.954,1.988,1.893,1.59,1.379,1.378,1.134,0.853,0.783,0.656,0.36,0.177,0.134,0.095,0,0.067,-0.108,-0.22,-0.168,-0.299,-0.409,-0.399,-0.29,-0.441,-0.367,-0.136,-0.045,-0.073,0.102,0.361,0.319,0.536,0.963,1.033,1.25,1.852,2.293,2.545,3.329,4.155,4.776,5.786,7.356,8.826,10.696,13.336,16.286,16.106,13.286,10.056,6.216,1.747,-3.244,-5.043,-5.638,-5.771,-5.652,-5.12,-5.582,lab
25.0,3.7,3.749,3.589,3.276,3.288,3.108,2.986,2.882,3.031,2.896,2.83,3.08,3.343,3.465,3.983,4.603,4.851,5.261,5.711,5.701,5.421,5.351,4.941,4.268,3.948,3.694,3.169,2.809,2.8,2.555,2.273,2.298,2.216,2.07,1.869,1.899,1.626,1.376,1.393,1.132,0.746,0.621,0.586,0.152,0,0.004,-0.226,-0.327,-0.313,-0.387,-0.466,-0.597,-0.569,-0.649,-0.789,-0.628,-0.754,-0.866,-0.817,-0.789,-0.852,-0.887,-0.677,-0.635,-0.677,-0.362,-0.145,-0.047,0.415,0.989,1.437,2.179,3.355,4.37,5.661,7.561,9.651,12.121,15.321,19.081,16.391,13.191,9.581,5.291,0.254,-4.954,-5.829,-5.661,-5.052,lab
25.0,4.251,4.288,4.078,3.712,3.723,3.653,3.346,3.245,3.341,3.231,3.163,3.495,3.747,3.861,4.426,4.965,5.265,5.555,6.015,5.905,5.605,5.465,5.105,4.417,4.122,3.877,3.42,3.15,3.108,2.876,2.571,2.571,2.51,2.055,2.015,1.95,1.626,1.346,1.241,0.926,0.625,0.499,0.419,0.221,0,0.046,-0.087,-0.262,-0.248,-0.304,-0.41,-0.521,-0.567,-0.556,-0.626,-0.507,-0.472,-0.591,-0.416,-0.262,-0.479,-0.311,-0.101,-0.003,0.081,0.431,0.69,0.907,1.411,2.006,2.475,3.273,4.533,5.585,7.085,9.115,11.455,14.145,13.365,10.805,7.825,4.442,0.522,-4.273,-5.211,-5.764,-5.897,-5.869,-5.372,lab
25.0,4.478,4.469,4.25,3.872,3.846,3.795,3.437,3.339,3.417,3.276,3.162,3.475,3.718,3.827,4.378,4.995,5.205,5.555,5.995,5.895,5.555,5.465,5.075,4.223,3.953,3.526,2.853,2.558,2.389,2.034,1.714,1.72,1.62,1.288,1.254,1.142,0.88,0.62,0.57,0.415,0.15,-0.019,-0.065,-0.004,0,0.068,-0.116,-0.23,-0.174,-0.219,-0.306,-0.429,-0.401,-0.478,-0.499,-0.366,-0.38,-0.464,-0.338,-0.233,-0.275,-0.226,0.166,0.194,0.348,0.789,1.188,1.314,2.056,2.756,3.337,4.359,5.715,7.065,8.825,11.205,13.885,17.025,17.255,14.295,10.705,6.675,2.0,-3.53,-5.784,-5.742,-5.7455,-5.63,-5.826,lab
25.0,5.102,5.1,4.878,4.519,4.519,4.509,4.173,4.078,4.19,4.035,3.938,4.21,4.423,4.462,4.967,5.531,5.766,6.066,6.526,6.566,6.196,6.156,5.736,4.915,4.645,4.246,3.49,3.217,3.049,2.614,2.248,2.305,2.161,1.831,1.782,1.761,1.553,1.213,1.152,0.933,0.689,0.495,0.342,0.195,0,-0.065,0.128,0.274,0.302,0.249,0.085,0.078,0.186,0.095,-0.055,0.144,0.106,0.036,0.148,0.225,0.064,0.183,0.428,0.442,0.61,0.939,1.247,1.457,2.073,2.696,3.228,4.11,5.307,6.506,8.056,9.956,12.226,14.916,18.306,22.276,20.646,17.066,13.066,8.346,2.731,-3.632,-4.15,-4.647,-4.717,lab
2.0,5.639,5.479,5.109,4.57,4.526,4.402,3.973,3.779,3.73,3.348,3.014,2.963,2.733,2.31,2.396,2.359,2.264,2.101,2.198,1.992,1.834,1.942,1.778,1.685,1.519,1.499,1.241,1.311,1.488,1.443,1.575,1.675,1.693,1.666,1.626,1.672,1.408,1.199,1.155,0.931,0.571,0.462,0.413,0.175,0,0.088,-0.1,-0.235,-0.189,-0.162,-0.299,-0.343,-0.052,-0.063,-0.126,0.294,0.495,0.674,1.031,1.332,1.302,1.637,2.265,2.496,2.898,3.812,4.57,4.979,6.319,7.559,8.309,9.809,11.789,13.189,15.219,18.129,21.489,25.339,25.949,21.699,16.799,11.529,5.119,-2.208,-5.358,-5.463,-5.3055,-5.113,-5.288,lab
2.0,5.752,5.632,5.252,4.752,4.689,4.566,4.106,3.878,3.81,3.43,3.042,3.038,2.752,2.352,2.481,2.417,2.357,2.228,2.302,2.095,1.97,2.067,1.9,1.778,1.575,1.568,1.289,1.307,1.457,1.368,1.467,1.505,1.539,1.453,1.377,1.393,1.165,0.987,0.924,0.749,0.461,0.412,0.343,0.148,0,0.1,0.021,-0.122,-0.094,-0.152,-0.182,-0.211,0.063,0.175,0.174,0.533,0.844,0.892,1.481,1.866,1.85,2.31,3.091,3.294,3.777,4.844,5.692,6.212,7.672,9.132,9.992,11.892,14.252,16.402,19.052,22.782,27.042,21.952,17.622,12.762,6.932,0.382,-5.33,-3.846,-4.672,-5.078,-5.225,-4.028,-4.959,lab
2.0,4.364,4.318,4.079,3.692,3.659,3.569,3.197,3.016,3.043,2.635,2.428,2.394,2.19,1.938,2.086,2.036,2.013,1.933,1.995,1.822,1.686,1.742,1.575,1.263,1.389,1.299,1.126,1.217,1.327,1.303,1.376,1.432,1.443,1.285,1.337,1.28,1.022,0.878,0.839,0.603,0.414,0.278,0.217,0.119,0,-0.042,-0.126,-0.236,-0.248,-0.258,-0.025,0.061,0.22,0.216,0.295,0.551,0.68,0.663,1.018,1.371,1.378,1.73,2.404,2.722,3.051,4.01,4.766,5.235,6.375,7.615,8.595,9.945,11.875,13.775,16.025,19.325,20.125,16.695,13.145,8.935,3.972,-1.635,-5.009,-5.282,-5.163,-5.177,-5.016,-5.247,-3.623,lab
2.0,4.798,4.638,4.278,3.754,3.651,3.513,3.038,2.792,2.709,2.319,1.974,1.938,1.747,1.388,1.383,1.282,1.203,1.155,1.28,1.288,1.099,1.173,1.078,0.746,0.746,0.682,0.651,0.585,0.791,0.788,0.707,0.882,0.994,0.798,0.865,0.97,0.784,0.634,0.676,0.585,0.479,0.326,0.329,0.07,0,0.091,-0.014,-0.108,-0.031,0.014,-0.157,0.042,0.196,0.273,0.375,0.69,0.854,0.861,1.313,1.663,1.638,2.254,3.154,3.553,3.945,5.168,6.028,6.518,7.938,9.338,9.998,11.508,13.548,15.128,17.108,20.128,23.228,18.178,14.348,9.968,4.698,-0.913,-4.623,-5.421,-5.974,-5.862,-5.85325,-5.687,-5.89,lab
50.0,5.194,5.254,5.004,4.554,4.624,4.464,4.354,4.344,4.654,4.644,4.704,5.404,6.074,6.554,7.834,9.214,10.004,10.944,11.944,11.824,11.104,10.554,9.514,7.814,6.824,6.024,4.924,4.154,3.904,3.488,3.003,3.049,2.984,2.653,2.578,2.674,2.317,1.945,1.85,1.54,0.989,0.79,0.646,0.265,0,0.154,0.021,-0.187,-0.019,0.077,-0.096,0.02,0.284,0.237,0.298,0.629,0.734,0.639,0.966,1.157,1.092,1.082,1.218,1.075,0.718,0.669,0.459,0.116,0.221,0.508,0.634,1.124,2.083,3.091,4.364,6.224,8.464,10.984,14.354,12.334,9.664,6.544,2.888,-1.494,-7.542,-6.765,-6.786,-6.184,-6.758,lab
50.0,4.476,4.426,4.156,3.646,3.696,3.556,3.446,3.426,3.766,3.766,3.826,4.456,5.086,5.506,6.646,7.986,8.776,9.646,10.796,10.906,10.396,10.066,9.176,7.586,6.626,5.816,4.666,3.876,3.546,3.076,2.555,2.531,2.517,2.146,2.121,2.258,1.95,1.691,1.631,1.372,0.872,0.718,0.602,0.224,0,0.109,-0.031,-0.213,0.004,0.091,-0.098,0.063,0.329,0.273,0.336,0.641,0.788,0.69,0.987,1.222,1.096,1.148,1.316,0.987,0.746,0.781,0.48,0.102,0.123,0.319,0.403,0.802,1.754,2.657,3.866,5.726,7.876,10.426,13.786,15.166,13.156,9.996,6.336,1.922,-3.286,-7.304,-6.226,-7.003,-7.283,lab
50.0,4.011,3.988,3.759,3.381,3.44,3.335,3.253,3.265,3.601,3.636,3.72,4.339,4.939,5.439,6.539,7.849,8.639,9.629,10.779,10.949,10.559,10.249,9.419,7.949,6.989,6.639,5.269,4.299,3.889,3.272,2.66,2.607,2.612,2.231,2.113,2.29,2.037,1.684,1.652,1.442,0.943,0.727,0.658,0.327,0,0.138,0.079,-0.098,0.003,0.108,0.039,0.038,0.327,0.402,0.287,0.615,0.81,0.789,1.071,1.262,1.291,1.386,1.547,1.365,1.12,1.057,0.819,0.469,0.525,0.665,0.686,1.106,1.827,2.597,3.654,5.169,7.119,9.209,12.009,15.389,14.499,11.949,8.799,5.109,0.672,-4.641,-6.097,-6.097,-5.278,lab
50.0,3.886,3.876,3.689,3.283,3.33,3.232,3.154,3.159,3.469,3.498,3.558,4.126,4.706,5.126,6.206,7.486,8.326,9.326,10.546,10.896,10.606,10.436,9.666,8.196,7.226,6.396,5.226,4.376,3.996,3.467,2.942,2.907,2.832,2.466,2.357,2.431,2.09,1.754,1.705,1.479,0.922,0.789,0.648,0.191,0,0.044,-0.079,-0.303,-0.143,-0.066,-0.238,-0.136,0.102,0.086,0.096,0.404,0.485,0.418,0.705,0.887,0.77,1.006,1.178,0.961,0.779,0.772,0.534,0.17,0.212,0.296,0.331,0.702,1.402,2.095,3.11,4.546,6.296,8.286,10.906,14.116,11.876,9.296,6.296,2.655,-1.685,-6.242,-6.466,-6.123,-6.585,lab
5.0,4.43,4.44,4.2,3.76,3.8,3.79,3.391,3.241,3.283,2.919,2.576,2.583,2.439,2.121,2.222,2.387,2.173,2.236,2.492,2.418,2.215,2.317,2.212,1.799,1.764,1.792,1.561,1.445,1.652,1.69,1.634,1.893,2.096,1.956,2.044,2.233,1.97,1.634,1.533,1.263,0.714,0.581,0.479,0.094,0,0.098,0.024,-0.095,0.073,0.224,0.042,0.283,0.493,0.542,0.661,0.983,1.162,1.151,1.512,1.76,1.606,1.778,1.886,1.585,1.235,1.232,0.91,0.462,0.434,0.392,0.406,0.707,1.351,2.072,3.045,4.61,6.43,8.54,11.37,12.94,11.04,8.29,5.24,1.358,-3.192,-6.993,-6.986,-5.915,-6.72,lab
5.0,4.166,4.196,3.946,3.556,3.576,3.566,3.199,3.034,3.045,2.733,2.422,2.471,2.369,2.072,2.222,2.394,2.257,2.289,2.593,2.513,2.331,2.443,2.317,1.942,1.911,1.942,1.774,1.683,1.879,1.96,1.883,2.243,2.478,2.376,2.495,2.684,2.38,1.953,1.837,1.431,0.913,0.71,0.532,0.182,0,0.126,0.031,-0.119,0.073,0.196,-0.007,0.21,0.441,0.353,0.451,0.766,0.861,0.843,1.123,1.309,1.099,1.298,1.326,1.043,0.812,0.728,0.42,0.084,0.098,0.21,0.112,0.539,1.281,1.967,2.961,4.506,6.326,8.396,11.176,14.436,12.936,10.306,7.146,3.29,-1.05,-6.419,-6.958,-6.104,-6.727,lab
5.0,5.519,5.629,5.449,5.309,5.069,5.069,4.599,4.389,4.409,3.979,3.569,3.549,3.349,2.939,2.999,2.889,2.839,2.772,2.999,2.796,2.502,2.534,2.38,1.876,1.823,1.869,1.624,1.494,1.746,1.771,1.659,1.977,2.191,2.005,2.089,2.257,1.988,1.617,1.557,1.295,0.77,0.619,0.507,0.15,0,0.171,0.052,-0.018,0.15,0.241,0.038,0.276,0.514,0.497,0.518,0.934,0.983,0.983,1.298,1.484,1.34,1.407,1.543,1.263,0.983,0.952,0.616,0.259,0.21,0.273,0.217,0.567,1.246,1.904,2.821,4.209,5.899,7.849,10.509,13.689,14.199,11.539,8.529,4.769,0.553,-4.578,-6.321,-7.133,-7.504,lab
5.0,4.899,4.929,4.709,4.249,4.299,4.249,3.819,3.619,3.649,3.259,2.898,2.926,2.786,2.471,2.621,2.817,2.66,2.698,2.989,2.919,2.705,2.768,2.618,2.184,2.145,2.173,1.897,1.806,2.089,2.082,2.026,2.306,2.537,2.334,2.436,2.558,2.261,1.837,1.711,1.34,0.777,0.654,0.493,0.143,0,0.189,0.056,-0.046,0.157,0.294,0.112,0.311,0.605,0.605,0.693,1.088,1.207,1.218,1.529,1.792,1.589,1.736,1.914,1.508,1.183,1.099,0.847,0.406,0.399,0.532,0.567,1.015,1.876,2.751,3.999,5.729,7.899,10.399,13.629,12.109,9.379,6.299,2.716,-1.596,-7.252,-6.817999,-7.182,-7.105,-6.286,lab
5.0,4.35,4.32,4.0,3.507,3.556,3.542,3.139,3.003,3.087,2.758,2.422,2.45,2.313,1.935,1.995,1.872,1.802,1.757,1.946,1.75,1.484,1.543,1.386,0.962,0.899,0.994,0.749,0.644,0.833,0.833,0.742,0.987,1.225,1.085,1.239,1.449,1.274,1.071,1.099,0.868,0.462,0.427,0.371,0.098,0,0.189,0.147,0.154,0.455,0.728,0.784,1.26,1.785,2.086,2.478,3.262,3.752,4.3,5.17,6.01,6.55,7.58,8.58,8.97,8.99,9.08,8.41,7.13,6.43,5.59,4.56,4.38,4.66,5.08,5.92,7.5,9.32,11.48,14.27,17.56,21.12,25.45,30.18,23.41,17.69,11.51,4.52,-3.143,-5.943,lab
5.0,3.811,3.782,3.533,3.073,3.157,3.164,2.788,2.641,2.688,2.464,2.163,2.163,2.033,1.704,1.753,1.679,1.645,1.613,1.774,1.62,1.386,1.428,1.305,0.868,0.836,0.745,0.679,0.595,0.742,0.77,0.672,0.889,1.085,0.987,1.078,1.288,1.099,0.896,0.91,0.763,0.392,0.315,0.301,0.049,0,0.168,0.133,0.154,0.343,0.56,0.63,0.973,1.442,1.68,2.044,2.709,3.199,3.633,4.456,5.376,5.856,6.836,7.716,8.046,8.236,8.236,7.606,6.426,5.546,4.736,3.717,3.332,3.388,3.521,4.018,5.016,6.226,7.666,9.756,12.156,14.906,15.366,12.546,9.146,5.466,1.134,-3.78,-6.335,-6.44,lab
5.0,3.859,3.809,3.542,3.103,3.134,3.103,2.828,2.691,2.751,2.467,2.18,2.191,2.068,1.774,1.869,1.809,1.788,1.802,2.033,1.942,1.732,1.813,1.687,1.316,1.274,1.302,1.05,0.938,1.162,1.148,1.092,1.337,1.54,1.435,1.561,1.778,1.519,1.309,1.302,1.022,0.574,0.476,0.378,0.077,0,0.133,0.056,0.007,0.238,0.441,0.448,0.826,1.267,1.491,1.848,2.471,2.884,3.255,3.969,4.709,5.169,5.909,6.759,7.009,7.149,7.319,6.879,5.879,5.219,4.569,3.591,3.297,3.458,3.654,4.249,5.379,6.809,8.389,10.749,10.929,8.709,6.179,3.304,-0.154,-4.067,-6.251,-6.601,-6.79,-5.348,lab
5.0,4.332,4.342,4.091,3.626,3.706,3.696,3.283,3.16,3.209,2.88,2.548,2.569,2.436,2.082,2.142,2.037,1.977,1.946,2.117,1.967,1.687,1.715,1.652,1.204,1.162,1.197,0.945,0.854,1.036,1.064,0.98,1.26,1.47,1.309,1.407,1.582,1.386,1.141,1.092,0.875,0.49,0.385,0.35,0.063,0,0.147,0.14,0.189,0.434,0.644,0.693,1.127,1.631,1.813,2.275,2.947,3.528,4.011,4.952,5.792,6.402,7.422,8.372,8.692,8.752,8.832,8.082,6.782,5.962,4.962,3.927,3.591,3.682,3.983,4.632,5.812,7.272,9.042,11.462,14.272,17.362,14.922,11.722,8.042,3.752,-1.127,-5.831,-6.342,-6.076,lab
5.0,3.171,3.143,2.939,2.618,2.606,2.564,2.211,2.081,2.078,1.739,1.595,1.584,1.422,1.21,1.425,1.502,1.379,1.418,1.61,1.645,1.474,1.509,1.414,1.082,1.019,1.04,0.823,0.749,0.893,0.921,0.858,0.994,1.068,0.935,0.97,1.005,0.847,0.644,0.665,0.49,0.221,0.214,0.193,0.028,0,0.147,0.081,0.025,0.277,0.431,0.452,0.7,1.089,1.281,1.638,2.139,2.555,2.818,3.287,3.707,3.766,4.05,4.323,4.071,3.78,3.654,3.343,2.916,2.783,2.944,2.881,3.224,3.931,4.613,5.613,6.993,8.623,10.543,13.073,16.153,13.883,11.113,7.963,4.092,-0.199,-5.652,-5.484,-5.988,-6.065,lab
5.0,3.636,3.533,3.299,2.894,2.903,2.865,2.551,2.418,2.431,2.186,1.927,1.914,1.726,1.453,1.635,1.727,1.596,1.657,1.867,1.967,1.82,1.942,1.844,1.526,1.466,1.435,1.193,1.081,1.158,1.109,1.039,1.172,1.298,1.162,1.218,1.379,1.204,1.036,1.071,0.871,0.542,0.469,0.388,0.136,0,0.119,0.045,-0.07,0.073,0.126,0.091,0.346,0.619,0.784,1.029,1.463,1.785,2.005,2.548,2.954,3.066,3.458,3.857,3.797,3.664,3.629,3.328,2.786,2.667,2.562,2.247,2.324,2.751,3.185,3.71,4.769,5.959,7.329,9.219,11.519,14.109,16.439,13.989,10.959,7.459,3.647,-1.029,-6.216,-4.865,lab
5.0,2.997,3.029,2.889,2.651,2.77,2.617,2.282,2.307,2.158,1.864,1.755,1.755,1.595,1.458,1.692,1.746,1.654,1.844,1.961,1.825,1.756,1.784,1.553,1.268,1.273,1.116,0.93,0.948,0.937,0.908,0.923,0.933,0.951,0.95,0.97,0.846,0.759,0.585,0.464,0.345,0.268,0.139,0.081,-0.002,0,-0.051,-0.108,-0.101,-0.021,0.017,0.081,0.176,0.343,0.505,0.72,0.94,1.231,1.468,1.72,1.921,2.033,2.071,2.204,2.026,1.823,1.781,1.641,1.445,1.571,1.823,2.054,2.621,3.44,4.301,5.403,6.903,8.573,10.573,12.973,15.933,19.123,18.743,15.503,11.613,7.253,2.348,-3.532,-4.680001,-4.946,lab
