concentration_ppb,V_-0.0016,V_-0.0118,V_-0.0220,V_-0.0322,V_-0.0424,V_-0.0526,V_-0.0629,V_-0.0731,V_-0.0833,V_-0.0935,V_-0.1037,V_-0.1139,V_-0.1241,V_-0.1343,V_-0.1445,V_-0.1547,V_-0.1649,V_-0.1751,V_-0.1853,V_-0.1956,V_-0.2058,V_-0.2160,V_-0.2262,V_-0.2364,V_-0.2466,V_-0.2568,V_-0.2670,V_-0.2772,V_-0.2874,V_-0.2976,V_-0.3078,V_-0.3180,V_-0.3283,V_-0.3385,V_-0.3487,V_-0.3589,V_-0.3691,V_-0.3793,V_-0.3895,V_-0.3997,V_-0.4099,V_-0.4201,V_-0.4303,V_-0.4405,V_-0.4507,V_-0.4610,V_-0.4712,V_-0.4814,V_-0.4916,V_-0.5018,V_-0.5120,V_-0.5222,V_-0.5324,V_-0.5426,V_-0.5528,V_-0.5630,V_-0.5732,V_-0.5834,V_-0.5937,V_-0.6039,V_-0.6141,V_-0.6243,V_-0.6345,V_-0.6447,V_-0.6549,V_-0.6651,V_-0.6753,V_-0.6855,V_-0.6957,V_-0.7059,V_-0.7161,V_-0.7263,V_-0.7366,V_-0.7468,V_-0.7570,V_-0.7672,V_-0.7774,V_-0.7876,V_-0.7978,V_-0.8080,V_-0.8182,V_-0.8284,V_-0.8386,V_-0.8488,V_-0.8590,V_-0.8693,V_-0.8795,V_-0.8897,V_-0.8999,dataset
10.0,5.262,5.312,5.012,4.482,4.542,4.262,4.072,3.952,4.052,3.702,3.342,3.492,3.412,3.092,3.342,3.632,3.462,3.532,3.912,3.822,3.522,3.552,3.412,2.772,2.652,2.642,2.23,2.004,2.214,2.179,1.98,2.244,2.492,2.183,2.305,2.559,2.211,1.903,1.915,1.568,0.963,0.826,0.688,0.168,0,0.217,0.0,-0.143,0.076,0.174,-0.047,0.14,0.392,0.261,0.261,0.422,0.634,0.531,0.821,0.998,0.784,0.914,1.092,0.812,0.529,0.55,0.389,-0.038,-0.031,0.102,-0.073,0.193,0.851,1.348,2.118,3.372,4.792,6.532,8.812,11.662,14.812,13.792,10.892,7.512,3.642,-0.836,-6.408,-7.36,-7.752,lab
10.0,5.107,5.087,4.787,4.277,4.337,4.347,3.877,3.727,3.837,3.477,3.157,3.257,3.207,2.902,3.127,3.467,3.347,3.457,3.797,3.677,3.407,3.447,3.237,2.636,2.468,2.412,2.062,1.866,2.037,2.055,1.911,2.188,2.38,2.198,2.254,2.429,2.209,1.806,1.74,1.407,0.823,0.658,0.578,0.151,0,0.165,0.028,-0.14,0.095,0.165,0.032,0.203,0.487,0.483,0.515,0.952,1.012,0.9,1.18,1.418,1.208,1.313,1.463,1.11,0.777,0.76,0.522,0.137,0.165,0.326,0.389,0.781,1.628,2.475,3.707,5.447,7.497,9.957,13.117,16.947,14.847,11.777,8.107,3.837,-1.27,-7.388,-7.199,-7.458,-7.255,lab
10.0,3.889,3.799,3.493,3.024,3.027,2.817,2.67,2.548,2.688,2.464,2.187,2.31,2.359,2.273,2.205,2.219,2.289,2.303,2.59,2.457,2.156,2.184,2.037,1.533,1.365,1.309,1.008,0.805,0.945,0.91,0.798,1.022,1.197,1.106,1.211,1.463,1.337,1.12,1.176,0.98,0.574,0.504,0.434,0.112,0,0.133,0.098,0.007,0.224,0.42,0.42,0.679,1.246,1.428,1.771,2.373,2.821,3.206,3.959,4.739,5.169,6.029,7.069,7.499,7.849,8.239,7.969,7.019,6.169,5.669,4.439,3.749,3.749,3.679,3.959,4.869,5.939,7.219,9.219,11.639,14.379,11.669,9.049,5.809,2.324,-1.883,-6.804,-6.027,-6.769,lab
10.0,4.044,3.994,3.766,3.269,3.286,3.307,2.933,2.772,2.908,2.73,2.464,2.604,2.611,2.331,2.513,2.772,2.576,2.562,2.807,2.639,2.303,2.261,2.086,1.554,1.393,1.365,1.05,0.854,1.036,0.994,0.861,1.043,1.225,1.106,1.015,1.4,1.183,0.945,1.001,0.812,0.427,0.371,0.378,0.091,0,0.189,0.217,0.161,0.413,0.686,0.651,1.029,1.54,1.771,2.1,2.821,3.339,3.773,4.664,5.554,6.054,6.974,8.004,8.314,8.334,8.344,7.634,6.384,5.474,4.694,3.591,3.164,3.283,3.437,3.924,5.094,6.394,7.974,10.094,11.074,9.254,6.814,3.974,0.749,-3.213,-6.748,-6.713,-5.509,-6.237,lab
10.0,3.903,3.863,3.608,3.171,3.185,3.185,2.81,2.663,2.814,2.583,2.334,2.432,2.555,2.317,2.485,2.737,2.625,2.625,2.905,2.772,2.499,2.492,2.303,1.778,1.673,1.638,1.344,1.162,1.33,1.295,1.176,1.379,1.561,1.428,1.47,1.68,1.526,1.197,1.176,0.973,0.539,0.42,0.357,0.213,0,0.077,0.084,-0.021,0.224,0.469,0.448,0.847,1.281,1.526,1.869,2.52,2.989,3.409,4.203,4.983,5.463,6.303,7.223,7.563,7.593,7.713,7.243,6.183,5.453,4.633,3.633,3.164,3.353,3.479,3.923,4.983,6.153,7.823,9.953,10.293,8.033,5.603,2.863,-0.322,-4.13,-5.845,-6.426,-6.727,-6.748,lab
10.0,3.92,3.91,3.682,3.223,3.262,3.286,2.894,2.765,2.908,2.663,2.397,2.523,2.59,2.317,2.492,2.716,2.562,2.555,2.8,2.653,2.338,2.324,1.981,1.673,1.456,1.428,1.253,1.015,1.113,1.106,0.973,1.218,1.372,1.274,1.323,1.554,1.358,1.12,1.127,0.931,0.525,0.469,0.42,0.133,0,0.217,0.189,0.126,0.399,0.644,0.637,1.036,1.547,1.778,2.1,2.835,3.311,3.7,4.52,5.35,5.85,6.68,7.63,8.01,8.05,8.27,7.73,6.68,5.71,5.2,4.13,3.79,3.97,4.2,4.8,6.02,7.5,9.25,11.7,11.99,9.48,6.79,3.584,-0.007,-4.193,-6.79,-6.762,-5.74,-6.559,lab
10.0,3.045,3.054,2.872,2.527,2.544,2.49,2.21,2.088,2.02,1.712,1.609,1.724,1.815,1.675,1.86,2.191,2.145,2.229,2.446,2.355,2.194,2.187,2.04,1.631,1.501,1.47,1.221,1.064,1.134,1.116,0.997,1.095,1.009,0.987,0.955,1.067,0.875,0.745,0.689,0.57,0.276,0.231,0.227,0.028,0,0.066,0.066,0.052,0.217,0.343,0.399,0.773,1.172,1.368,1.701,2.25,2.618,2.877,3.433,3.867,3.85,4.133,4.402,4.147,3.836,3.65,3.23,2.786,2.765,2.8,2.772,3.157,3.99,4.712,5.742,7.242,9.022,10.992,13.712,15.152,12.432,9.572,6.142,2.247,-2.45,-5.04,-5.747,-6.083,-6.188,lab
10.0,2.918,2.942,2.779,2.508,2.522,2.371,2.267,2.188,2.183,1.978,1.848,1.876,1.77,1.641,1.955,2.16,2.149,2.258,2.636,2.615,2.503,2.51,2.363,1.999,1.894,1.803,1.523,1.393,1.46,1.386,1.278,1.365,1.47,1.285,1.33,1.351,1.194,1.008,0.98,0.76,0.431,0.406,0.326,0.088,0,0.014,0.001,-0.003,-0.007,0.025,-0.003,0.228,0.427,0.529,0.742,1.204,1.418,1.589,1.995,2.412,2.475,2.772,3.028,2.989,2.79,2.839,2.594,2.188,2.041,2.09,1.978,2.118,2.615,3.098,3.798,4.88,6.09,7.61,9.49,11.76,14.25,17.31,16.05,12.99,9.46,5.5,0.928,-4.378,-5.771,lab
10.0,3.45,3.453,3.31,3.037,3.065,3.044,2.764,2.671,2.641,2.35,2.246,2.327,2.23,2.116,2.422,2.581,2.519,2.768,2.909,2.753,2.575,2.575,2.269,1.788,1.717,1.541,1.248,1.216,1.162,1.064,1.019,1.094,1.05,0.964,0.971,0.953,0.793,0.68,0.583,0.432,0.322,0.194,0.1,0.072,0,-0.053,-0.028,-0.002,0.246,0.317,0.366,0.678,1.01,1.196,1.43,1.906,2.155,2.323,2.697,2.988,2.925,3.016,3.131,2.739,2.54,2.519,2.288,2.008,2.127,2.428,2.568,3.1,4.017,4.892,5.949,7.519,9.319,11.349,14.029,13.009,10.489,7.599,4.381,0.552,-4.033,-5.447,-4.187,-5.006,-5.314,lab
10.0,3.707,3.682,3.484,3.155,3.147,3.11,2.784,2.658,2.595,2.293,2.176,2.26,2.183,2.082,2.448,2.598,2.565,2.875,3.06,2.95,2.851,2.872,2.611,2.106,2.097,1.874,1.532,1.471,1.398,1.274,1.182,1.295,1.253,1.073,1.111,1.032,0.874,0.765,0.631,0.441,0.316,0.166,0.119,0.065,0,-0.055,-0.093,-0.119,-0.139,-0.017,0.013,0.047,0.26,0.443,0.572,0.81,1.092,1.116,1.327,1.529,1.577,1.638,1.769,1.72,1.805,1.797,1.934,1.955,2.354,2.998,3.313,4.118,5.256,6.436,7.776,9.676,11.916,14.446,17.756,17.656,14.586,11.176,7.226,2.571,-3.001,-5.213,-5.479,-5.304,-4.87,lab
10.0,3.804,3.741,3.46,3.082,3.064,3.013,2.648,2.467,2.48,2.2,1.92,1.972,1.906,1.655,1.804,2.04,1.956,1.991,2.282,2.243,2.103,2.121,1.981,1.575,1.505,1.445,1.197,1.046,1.158,1.078,0.952,1.06,1.134,0.959,0.955,1.095,0.882,0.679,0.693,0.612,0.297,0.248,0.283,0.059,0,0.122,0.014,-0.032,0.147,0.231,0.213,0.472,0.833,1.015,1.214,1.778,2.075,2.334,2.803,3.241,3.178,3.489,3.696,3.451,3.157,3.185,2.912,2.569,2.66,2.779,2.681,3.01,3.703,4.358,5.108,6.498,8.198,10.008,12.638,15.538,12.418,9.628,6.528,2.737,-1.687,-5.159,-6.034,-6.419,-6.482,lab
10.0,4.278,4.301,4.108,3.79,3.774,3.714,3.392,3.247,3.23,3.018,2.803,2.929,2.927,2.799,3.037,3.31,3.273,3.357,3.632,3.599,3.378,3.347,3.052,2.684,2.751,2.545,2.201,2.195,2.217,2.026,1.828,1.941,1.829,1.559,1.544,1.487,1.236,0.989,0.873,0.686,0.465,0.377,0.301,0.168,0,0.046,0.06,-0.005,-0.054,0.025,0.124,0.158,0.381,0.538,0.92,1.221,1.312,1.415,1.635,1.684,1.527,1.611,1.576,1.604,1.562,1.744,1.849,1.737,2.171,2.549,2.703,3.34,4.404,5.243,6.453,8.213,10.183,12.533,11.603,9.433,6.633,3.585,-0.006,-4.227,-5.578,-5.683,-5.5797,-5.438,-5.62,lab
10.0,4.369,4.304,4.087,3.737,3.704,3.655,3.314,3.14,3.146,2.873,2.654,2.538,2.668,2.489,2.664,2.887,2.829,2.901,2.858,2.92,2.781,2.816,2.559,2.083,2.146,1.901,1.563,1.561,1.511,1.405,1.243,1.345,1.277,1.072,1.175,1.096,0.878,0.761,0.681,0.493,0.36,0.27,0.191,0.063,0,-0.077,-0.073,-0.202,-0.26,-0.164,-0.17,-0.158,-0.024,0.07,0.1,0.267,0.541,0.548,0.725,1.041,1.191,1.357,1.693,1.639,1.737,2.164,2.283,2.619,3.165,3.809,4.159,5.004,6.244,7.404,8.874,11.044,13.614,16.454,17.554,15.614,12.194,8.434,4.005,-1.224,-5.207,-5.41,-5.445,-4.528,-5.263,lab
10.0,4.635,4.624,4.402,4.029,3.98,3.91,3.557,3.359,3.359,3.125,2.902,2.972,2.976,2.829,3.027,3.251,3.191,3.251,3.536,3.436,3.092,3.137,2.877,2.382,2.459,2.3,1.972,1.931,1.979,1.852,1.663,1.871,1.815,1.52,1.527,1.509,1.227,1.066,0.956,0.781,0.524,0.422,0.351,0.141,0,0.004,-0.055,-0.227,-0.225,-0.188,-0.244,-0.125,-0.062,-0.006,-0.064,0.224,0.418,0.787,0.951,1.145,0.927,1.215,1.516,1.544,1.653,2.132,2.482,2.829,3.515,4.187,4.663,5.624,6.994,8.264,9.934,12.374,15.114,18.344,15.254,12.254,8.644,4.649,-0.125,-4.521,-5.333,-5.501,-5.382,-4.675,-5.256,lab
10.0,4.426,4.345,4.114,3.736,3.712,3.642,3.318,3.148,3.076,2.742,2.583,2.61,2.442,2.242,2.506,2.618,2.527,2.845,3.055,2.998,2.964,3.031,2.853,2.411,2.414,2.184,1.788,1.762,1.702,1.513,1.404,1.501,1.394,1.227,1.295,1.247,1.09,1.004,0.899,0.708,0.535,0.392,0.304,0.138,0,-0.064,-0.118,-0.002,0.086,0.047,-0.042,-0.053,-0.081,-0.098,-0.13,-0.007,-0.039,-0.13,0.038,0.129,0.154,0.287,0.476,0.497,0.609,0.973,1.246,1.379,1.981,2.471,2.877,3.57,4.676,5.624,6.774,8.564,10.524,12.834,15.954,19.574,17.614,14.354,10.764,6.324,1.288,-5.516,-4.844,-3.976,-4.76,lab
10.0,3.929,3.927,3.761,3.418,3.381,3.294,2.963,2.89,2.73,2.425,2.363,2.453,2.343,2.268,2.617,2.747,2.679,2.953,3.049,2.863,2.818,2.794,2.476,2.059,2.097,1.9,1.599,1.58,1.56,1.457,1.311,1.363,1.282,1.141,1.109,0.945,0.798,0.66,0.496,0.314,0.167,0.047,-0.035,-0.12,0,0.011,-0.045,-0.084,-0.108,-0.119,-0.172,-0.269,-0.192,-0.21,-0.089,0.007,0.039,0.074,0.27,0.473,0.389,0.627,1.082,1.145,1.264,1.74,2.23,2.461,3.161,4.036,4.631,5.672,7.092,8.632,10.512,13.012,16.022,13.532,10.942,7.772,4.113,-0.101,-3.139,-4.791,-5.141,-5.169,-5.1025,-4.903,-5.197,lab
10.0,4.692,4.662,4.414,4.055,3.974,3.889,3.505,3.32,3.32,2.924,2.791,2.883,2.792,2.643,2.975,3.12,3.026,3.282,3.425,3.289,3.102,3.136,2.842,2.384,2.405,2.236,1.864,1.853,1.834,1.647,1.538,1.594,1.52,1.298,1.271,1.238,1.076,0.864,0.788,0.674,0.44,0.352,0.245,0.171,0,-0.006,0.14,0.231,0.336,0.319,0.25,0.327,0.467,0.32,0.397,0.544,0.66,0.558,0.831,1.069,0.954,1.143,1.668,1.71,2.067,2.655,3.089,3.292,4.118,4.993,5.425,6.485,7.905,9.365,11.115,13.655,16.505,16.055,13.345,10.175,6.365,2.116,-2.882,-5.045,-5.129,-5.017,-4.828,-5.066,-5.164,lab
10.0,5.21,5.159,4.905,4.466,4.419,4.305,3.906,3.708,3.729,3.455,3.194,3.228,3.245,3.043,3.243,3.455,3.381,3.451,3.696,3.514,3.374,3.407,3.177,2.711,2.738,2.696,2.233,2.188,2.187,1.965,1.803,1.956,1.837,1.551,1.529,1.503,1.181,0.992,0.908,0.761,0.514,0.396,0.327,0.189,0,0.044,-0.028,-0.214,-0.256,-0.16,0.107,0.201,0.364,0.247,0.401,0.646,0.649,0.66,0.884,1.104,1.069,1.272,1.773,1.902,2.2,2.816,3.281,3.733,4.622,5.54,6.18,7.35,8.91,10.47,12.45,15.12,18.29,17.56,14.53,10.98,6.97,2.452,-2.973,-5.136,-3.554,-4.408,-5.038,-5.241,-3.729,lab
10.0,4.167,4.039,3.786,3.395,3.353,3.276,2.951,2.814,2.737,2.387,2.241,2.241,2.061,1.888,2.133,2.205,2.146,2.443,2.67,2.641,2.676,2.772,2.572,2.175,2.205,1.948,1.58,1.469,1.397,1.188,1.092,1.14,1.036,0.932,1.02,0.966,0.823,0.792,0.683,0.572,0.448,0.328,0.197,0.12,0,-0.139,-0.215,-0.254,-0.364,-0.388,-0.479,-0.61,-0.553,-0.385,-0.479,-0.323,-0.157,-0.255,-0.147,-0.063,-0.269,-0.206,0.025,-0.063,0.032,0.361,0.564,0.613,0.998,1.474,1.768,2.314,3.21,3.98,5.002,6.411,8.161,10.081,12.621,15.821,16.581,13.931,10.801,7.001,2.608,-2.299,-4.014,-4.98,-5.365,lab
10.0,7.837,7.927,7.747,7.327,7.257,7.077,6.557,6.247,6.097,5.647,5.227,5.167,4.984,4.636,4.641,4.501,4.416,4.311,4.393,4.071,3.716,3.6,3.18,2.609,2.569,2.331,1.965,1.897,1.876,1.695,1.613,1.636,1.543,1.369,1.368,1.278,1.047,0.912,0.787,0.617,0.41,0.291,0.19,0.068,0,-0.074,0.01,0.035,0.077,0.032,-0.112,-0.096,-0.014,0.07,0.081,0.235,0.273,0.252,0.396,0.476,0.48,0.564,0.935,0.963,1.019,1.453,1.726,1.873,2.412,2.986,3.357,4.239,5.297,6.337,7.687,9.737,12.077,14.827,17.537,14.527,11.517,8.107,4.008,-0.85,-5.155,-5.211,-5.085,-4.532,-5.197,lab
10.0,4.933,4.943,4.702,4.327,4.301,4.18,3.809,3.61,3.612,3.344,3.122,3.239,3.227,3.101,3.346,3.64,3.561,3.68,3.885,3.794,3.564,3.533,3.21,2.692,2.724,2.548,2.178,2.122,2.2,2.008,1.79,1.987,1.942,1.653,1.654,1.538,1.339,1.041,1.002,0.785,0.543,0.441,0.347,0.235,0,-0.005,0.074,0.152,0.15,0.154,0.068,0.127,0.232,0.12,0.085,0.285,0.355,0.32,0.446,0.642,0.558,0.726,1.027,1.118,1.237,1.685,2.0,2.14,2.861,3.554,4.03,5.013,6.303,7.623,9.273,11.643,14.363,17.433,18.103,15.093,11.593,7.603,2.938,-2.613,-4.44,-5.175,-5.504,-5.553,-4.643,lab
10.0,4.876,4.853,4.619,4.265,4.225,4.162,3.784,3.6,3.595,3.338,3.112,3.164,3.133,3.009,3.212,3.443,3.397,3.49,3.677,3.525,3.346,3.374,3.09,2.569,2.552,2.464,2.099,2.007,2.078,1.897,1.767,1.878,1.872,1.748,1.637,1.604,1.308,1.148,1.017,0.835,0.532,0.443,0.289,0.153,0,-0.062,0.035,0.105,0.097,0.088,0.032,0.021,0.006,0.021,-0.052,0.154,0.196,0.109,0.312,0.48,0.361,0.459,0.795,0.802,0.914,1.39,1.726,1.915,2.475,3.175,3.672,4.414,5.594,6.714,8.204,10.214,12.564,15.254,18.824,17.014,13.734,10.164,6.154,1.194,-4.903,-4.966,-4.994,-4.203,-4.952,lab
12.0,5.496,5.456,5.216,4.809,4.767,4.68,4.29,4.129,4.109,3.821,3.604,3.681,3.682,3.544,3.775,4.013,3.982,4.076,4.319,4.204,3.961,3.934,3.758,3.239,3.227,3.028,2.616,2.586,2.655,2.485,2.364,2.509,2.433,2.116,2.092,1.995,1.643,1.361,1.191,0.972,0.684,0.525,0.366,0.176,0,-0.097,-0.168,-0.287,-0.402,-0.391,-0.213,-0.145,0.058,0.006,0.175,0.287,0.35,0.349,0.623,0.945,0.839,1.157,1.663,1.922,2.155,3.033,3.805,4.417,5.596,7.026,8.116,9.836,12.176,14.356,17.306,21.056,25.376,26.216,21.956,17.096,11.536,5.306,-2.138,-4.987,-5.162,-5.197,-5.183,-5.022,-5.351,lab
12.0,4.566,4.514,4.249,3.843,3.833,3.77,3.381,3.245,3.264,2.985,2.844,2.94,2.875,2.711,3.049,3.217,3.08,3.297,3.397,3.185,2.94,2.894,2.597,2.084,2.091,1.911,1.579,1.575,1.625,1.481,1.396,1.491,1.49,1.4,1.332,1.288,1.033,0.838,0.79,0.633,0.435,0.343,0.257,0.151,0,0.007,-0.013,-0.051,-0.113,-0.085,-0.154,-0.169,0.107,0.21,0.196,0.526,0.744,0.93,1.25,1.521,1.5,1.812,2.387,2.622,2.849,3.838,4.557,5.037,6.151,7.341,8.231,9.681,11.731,13.581,15.871,19.181,22.981,20.501,16.761,12.481,7.401,1.775,-5.932,-5.176,-4.308,-5.134,-5.358,-5.218,-4.714,lab
12.0,4.782,4.762,4.456,4.013,4.043,4.001,3.647,3.548,3.618,3.397,3.215,3.371,3.422,3.31,3.534,3.835,3.749,3.831,3.987,3.812,3.483,3.458,3.099,2.471,2.506,2.302,1.94,1.901,2.019,1.878,1.805,2.053,2.092,1.986,1.893,1.906,1.567,1.237,1.202,0.95,0.601,0.448,0.37,0.177,0,-0.031,-0.07,-0.262,-0.273,-0.073,0.039,0.203,0.268,0.265,0.406,0.728,0.809,0.76,1.001,1.26,1.085,1.467,1.999,2.149,2.45,3.28,3.801,4.358,5.412,6.482,7.212,8.632,10.452,12.082,14.342,17.412,20.992,25.032,30.402,29.742,24.842,19.372,12.912,5.302,-3.391,-4.224,-5.134,-5.344,-5.421,lab
12.0,4.763,4.658,4.378,3.919,3.863,3.778,3.382,3.207,3.225,2.895,2.715,2.853,2.778,2.631,2.99,3.148,3.003,3.166,3.312,3.038,2.78,2.715,2.373,1.852,1.839,1.659,1.293,1.251,1.287,1.197,1.057,1.186,1.13,1.071,0.974,0.993,0.826,0.636,0.654,0.524,0.366,0.363,0.305,0.149,0,0.112,0.069,-0.088,-0.017,0.041,-0.061,-0.037,0.295,0.374,0.302,0.834,1.028,1.027,1.453,2.05,2.054,2.486,3.398,3.769,4.199,5.388,6.218,6.818,8.288,9.678,10.758,12.498,14.748,16.728,19.448,23.118,24.388,19.998,15.858,10.908,5.208,-1.404,-4.19,-4.827,-5.093,-5.268,-5.121,-4.925,-5.198,lab
150.0,4.233,4.263,4.083,3.713,3.893,4.183,4.203,4.613,5.603,6.443,7.543,9.663,12.043,14.303,17.833,21.733,24.613,27.573,30.613,31.463,30.663,29.623,27.163,23.143,20.623,17.633,14.133,11.473,9.743,9.213,7.343,6.403,5.573,4.333,3.683,3.477,2.819,2.22,2.119,1.843,1.191,0.994,0.975,0.441,0,0.118,-0.06,-0.384,-0.292,-0.24,-0.407,-0.466,-0.173,-0.225,-0.337,0.054,0.256,0.307,0.535,0.778,0.804,0.958,1.126,0.941,0.675,0.647,0.402,0.038,0.094,0.311,0.43,0.92,1.83,2.845,4.123,5.993,8.103,10.703,13.903,17.763,22.203,24.583,20.873,16.303,11.183,5.223,-1.915,-6.276,-6.619,lab
150.0,4.741,4.731,4.501,4.041,4.191,4.451,4.321,4.581,5.471,6.091,6.931,8.711,10.711,12.591,15.671,19.211,21.871,24.761,27.841,28.951,28.591,28.081,26.091,22.531,19.821,17.731,14.331,11.691,10.011,8.231,6.551,5.771,5.141,4.091,3.671,3.481,2.941,2.431,2.371,2.011,1.382,1.144,1.048,0.355,0,0.049,-0.237,-0.581,-0.462,-0.511,-0.83,-0.76,-0.587,-0.777,-0.898,-0.653,-0.627,-0.555,-0.534,-0.408,-0.571,-0.483,-0.188,-0.373,-0.611,-0.569,-0.716,-1.059,-1.073,-0.94,-0.947,-0.674,0.131,0.775,1.713,3.251,4.891,6.901,9.471,12.681,16.191,20.351,21.441,17.521,13.111,8.071,2.231,-4.839,-8.332,lab
150.0,3.596,3.646,3.476,3.126,3.356,3.656,3.676,4.096,5.096,5.856,6.826,8.736,10.786,12.646,15.606,19.016,21.536,24.276,27.326,28.566,28.406,28.066,26.276,22.806,20.086,17.386,14.076,11.426,9.636,7.736,5.986,5.126,4.306,3.316,2.836,2.625,2.058,1.652,1.543,1.34,0.882,0.752,0.693,0.245,0,0.122,-0.091,-0.277,-0.081,0.059,-0.025,0.346,0.78,1.018,1.393,2.009,2.495,2.946,3.806,4.626,5.216,6.096,7.196,7.736,8.096,8.546,8.316,7.346,6.686,5.776,4.666,4.046,3.946,3.846,4.086,5.006,6.146,7.436,9.456,11.866,14.566,17.916,21.886,19.056,14.996,10.556,5.386,-0.567,-7.756,lab
150.0,4.028,4.078,3.898,3.538,3.768,4.108,4.108,4.578,5.608,6.488,7.598,9.768,12.138,14.358,17.748,21.468,24.058,26.678,29.288,29.808,28.798,27.708,25.318,21.608,19.368,16.658,13.458,11.028,9.458,7.848,6.278,5.518,5.668,4.388,3.788,3.598,2.878,2.257,2.228,1.899,1.244,1.068,0.976,0.4,0,0.105,-0.104,-0.415,-0.344,-0.311,-0.562,-0.612,-0.383,-0.435,-0.315,-0.278,-0.165,-0.221,-0.082,0.166,0.07,0.238,0.329,0.098,-0.119,-0.091,-0.273,-0.595,-0.518,-0.28,-0.154,0.392,1.246,2.205,3.498,5.258,7.388,9.758,12.898,16.648,20.918,22.838,19.078,14.688,9.588,3.618,-3.339,-7.308,-7.623,lab
15.0,4.959,4.989,4.719,4.229,4.229,3.969,3.809,3.629,3.769,3.469,3.179,3.369,3.469,3.269,3.609,4.069,4.059,4.189,4.619,4.479,4.089,4.039,3.729,3.01,2.737,2.65,2.233,1.981,2.128,2.079,1.904,2.139,2.345,2.174,2.184,2.377,2.128,1.708,1.687,1.369,0.781,0.627,0.546,0.144,0,0.189,0.063,0.151,0.133,0.217,0.074,0.238,0.515,0.557,0.56,0.938,1.106,1.071,1.386,1.631,1.453,1.547,1.684,1.351,1.075,0.97,0.746,0.333,0.319,0.459,0.424,0.816,1.663,2.447,3.559,5.239,7.209,9.509,12.599,13.589,10.869,7.849,4.479,0.354,-4.476,-7.227,-7.199,-6.1,-6.849,lab
15.0,4.247,4.257,4.037,3.637,3.667,3.697,3.347,3.217,3.367,3.129,2.9,3.087,3.157,3.037,3.377,3.857,3.917,4.167,4.667,4.687,4.427,4.437,4.257,3.607,3.327,3.187,2.8,2.541,2.68,2.655,2.487,2.729,2.963,2.802,2.909,3.122,2.82,2.438,2.344,1.927,1.253,0.996,0.776,0.261,0,0.111,-0.026,-0.232,-0.094,-0.001,-0.217,-0.11,-0.021,0.116,0.126,0.417,0.559,0.522,0.714,0.895,0.753,0.949,1.148,1.012,0.732,0.697,0.466,0.053,0.123,0.228,0.102,0.375,1.075,1.712,2.524,3.857,5.507,7.357,9.787,12.787,13.857,11.507,8.587,5.067,1.054,-3.664,-7.22,-6.254,-6.884,lab
15.0,4.474,4.494,4.274,3.814,3.854,3.864,3.474,3.289,3.454,3.18,2.947,3.171,3.268,3.159,3.504,3.984,3.944,4.064,4.454,4.274,3.884,3.804,3.504,2.828,2.548,2.575,2.211,1.948,2.134,2.099,1.917,2.177,2.396,2.191,2.186,2.375,2.083,1.686,1.631,1.281,0.735,0.616,0.555,0.153,0,0.228,0.126,-0.01,0.189,0.307,0.174,0.378,0.744,0.646,0.735,1.124,1.192,1.155,1.467,1.638,1.423,1.593,1.666,1.33,0.984,0.956,0.683,0.375,0.473,0.739,0.816,1.355,2.328,3.384,4.694,6.634,8.924,11.704,12.374,10.044,7.314,4.074,0.389,-4.385,-6.324,-7.031,-7.066,-6.912,-6.45,lab
15.0,4.452,4.512,4.272,3.852,3.912,3.912,3.512,3.362,3.492,3.252,3.012,3.072,3.512,3.332,3.702,4.222,4.232,4.382,4.742,4.562,4.152,4.052,3.732,3.062,2.8,2.719,2.332,2.131,2.276,2.255,2.094,2.338,2.514,2.32,2.373,2.525,2.157,1.788,1.659,1.363,0.775,0.647,0.582,0.182,0,0.206,0.08,-0.051,0.185,0.295,0.152,0.315,0.626,0.603,0.698,1.079,1.214,1.139,1.562,1.552,1.638,1.699,1.786,1.454,1.076,1.062,0.817,0.362,0.488,0.614,0.796,1.265,2.203,3.152,4.492,6.372,8.602,11.202,14.222,11.232,8.422,5.192,1.342,-3.173,-6.988,-7.569,-7.646,-6.477,-7.31,lab
15.0,3.77,3.77,3.5,3.069,3.171,2.967,2.835,2.793,2.947,2.737,2.541,2.726,2.737,2.611,2.905,3.234,3.136,3.29,3.619,3.507,3.22,3.206,2.968,2.303,2.1,1.946,1.526,1.274,1.337,1.274,1.085,1.288,1.435,1.26,1.407,1.603,1.456,1.288,1.295,1.12,0.616,0.553,0.448,0.133,0,0.119,0.035,-0.063,0.224,0.357,0.392,0.77,1.204,1.372,1.729,2.366,2.779,3.178,3.94,4.68,5.07,5.98,6.95,7.38,7.76,8.15,7.85,7.01,6.31,5.45,4.39,3.83,3.77,3.81,4.11,5.08,6.33,7.7,9.79,12.29,15.1,13.56,10.67,7.34,3.612,-0.728,-6.23,-6.762,-6.776,lab
