concentration_ppb,E_-0.8999,E_-0.8897,E_-0.8795,E_-0.8693,E_-0.8590,E_-0.8488,E_-0.8386,E_-0.8284,E_-0.8182,E_-0.8080,E_-0.7978,E_-0.7876,E_-0.7774,E_-0.7672,E_-0.7570,E_-0.7468,E_-0.7366,E_-0.7263,E_-0.7161,E_-0.7059,E_-0.6957,E_-0.6855,E_-0.6753,E_-0.6651,E_-0.6549,E_-0.6447,E_-0.6345,E_-0.6243,E_-0.6141,E_-0.6039,E_-0.5937,E_-0.5834,E_-0.5732,E_-0.5630,E_-0.5528,E_-0.5426,E_-0.5324,E_-0.5222,E_-0.5120,E_-0.5018,E_-0.4916,E_-0.4814,E_-0.4712,E_-0.4610,E_-0.4507,E_-0.4405,E_-0.4303,E_-0.4201,E_-0.4099,E_-0.3997,E_-0.3895,E_-0.3793,E_-0.3691,E_-0.3589,E_-0.3487,E_-0.3385,E_-0.3283,E_-0.3180,E_-0.3078,E_-0.2976,E_-0.2874,E_-0.2772,E_-0.2670,E_-0.2568,E_-0.2466,E_-0.2364,E_-0.2262,E_-0.2160,E_-0.2058,E_-0.1956,E_-0.1853,E_-0.1751,E_-0.1649,E_-0.1547,E_-0.1445,E_-0.1343,E_-0.1241,E_-0.1139,E_-0.1037,E_-0.0935,E_-0.0833,E_-0.0731,E_-0.0629,E_-0.0526,E_-0.0424,E_-0.0322,E_-0.0220,E_-0.0118,E_-0.0016
10,-7.255,-7.458,-7.199,-7.388,-1.27,3.837,8.107,11.777,14.847,16.947,13.117,9.957,7.497,5.447,3.707,2.475,1.628,0.781,0.389,0.326,0.165,0.137,0.522,0.76,0.777,1.11,1.463,1.313,1.208,1.418,1.18,0.9,1.012,0.952,0.515,0.483,0.487,0.203,0.032,0.165,0.095,-0.14,0.028,0.165,0,0.151,0.578,0.658,0.823,1.407,1.74,1.806,2.209,2.429,2.254,2.198,2.38,2.188,1.911,2.055,2.037,1.866,2.062,2.412,2.468,2.636,3.237,3.447,3.407,3.677,3.797,3.457,3.347,3.467,3.127,2.902,3.207,3.257,3.157,3.477,3.837,3.727,3.877,4.347,4.337,4.277,4.787,5.087,5.107
10,-6.769,-6.027,-6.804,-1.883,2.324,5.809,9.049,11.669,14.379,11.639,9.219,7.219,5.939,4.869,3.959,3.679,3.749,3.749,4.439,5.669,6.169,7.019,7.969,8.239,7.849,7.499,7.069,6.029,5.169,4.739,3.959,3.206,2.821,2.373,1.771,1.428,1.246,0.679,0.42,0.42,0.224,0.007,0.098,0.133,0,0.112,0.434,0.504,0.574,0.98,1.176,1.12,1.337,1.463,1.211,1.106,1.197,1.022,0.798,0.91,0.945,0.805,1.008,1.309,1.365,1.533,2.037,2.184,2.156,2.457,2.59,2.303,2.289,2.219,2.205,2.273,2.359,2.31,2.187,2.464,2.688,2.548,2.67,2.817,3.027,3.024,3.493,3.799,3.889
10,-6.237,-5.509,-6.713,-6.748,-3.213,0.749,3.974,6.814,9.254,11.074,10.094,7.974,6.394,5.094,3.924,3.437,3.283,3.164,3.591,4.694,5.474,6.384,7.634,8.344,8.334,8.314,8.004,6.974,6.054,5.554,4.664,3.773,3.339,2.821,2.1,1.771,1.54,1.029,0.651,0.686,0.413,0.161,0.217,0.189,0,0.091,0.378,0.371,0.427,0.812,1.001,0.945,1.183,1.4,1.015,1.106,1.225,1.043,0.861,0.994,1.036,0.854,1.05,1.365,1.393,1.554,2.086,2.261,2.303,2.639,2.807,2.562,2.576,2.772,2.513,2.331,2.611,2.604,2.464,2.73,2.908,2.772,2.933,3.307,3.286,3.269,3.766,3.994,4.044
10,-6.748,-6.727,-6.426,-5.845,-4.13,-0.322,2.863,5.603,8.033,10.293,9.953,7.823,6.153,4.983,3.923,3.479,3.353,3.164,3.633,4.633,5.453,6.183,7.243,7.713,7.593,7.563,7.223,6.303,5.463,4.983,4.203,3.409,2.989,2.52,1.869,1.526,1.281,0.847,0.448,0.469,0.224,-0.021,0.084,0.077,0,0.213,0.357,0.42,0.539,0.973,1.176,1.197,1.526,1.68,1.47,1.428,1.561,1.379,1.176,1.295,1.33,1.162,1.344,1.638,1.673,1.778,2.303,2.492,2.499,2.772,2.905,2.625,2.625,2.737,2.485,2.317,2.555,2.432,2.334,2.583,2.814,2.663,2.81,3.185,3.185,3.171,3.608,3.863,3.903
10,-6.559,-5.74,-6.762,-6.79,-4.193,-0.007,3.584,6.79,9.48,11.99,11.7,9.25,7.5,6.02,4.8,4.2,3.97,3.79,4.13,5.2,5.71,6.68,7.73,8.27,8.05,8.01,7.63,6.68,5.85,5.35,4.52,3.7,3.311,2.835,2.1,1.778,1.547,1.036,0.637,0.644,0.399,0.126,0.189,0.217,0,0.133,0.42,0.469,0.525,0.931,1.127,1.12,1.358,1.554,1.323,1.274,1.372,1.218,0.973,1.106,1.113,1.015,1.253,1.428,1.456,1.673,1.981,2.324,2.338,2.653,2.8,2.555,2.562,2.716,2.492,2.317,2.59,2.523,2.397,2.663,2.908,2.765,2.894,3.286,3.262,3.223,3.682,3.91,3.92
10,-6.188,-6.083,-5.747,-5.04,-2.45,2.247,6.142,9.572,12.432,15.152,13.712,10.992,9.022,7.242,5.742,4.712,3.99,3.157,2.772,2.8,2.765,2.786,3.23,3.65,3.836,4.147,4.402,4.133,3.85,3.867,3.433,2.877,2.618,2.25,1.701,1.368,1.172,0.773,0.399,0.343,0.217,0.052,0.066,0.066,0,0.028,0.227,0.231,0.276,0.57,0.689,0.745,0.875,1.067,0.955,0.987,1.009,1.095,0.997,1.116,1.134,1.064,1.221,1.47,1.501,1.631,2.04,2.187,2.194,2.355,2.446,2.229,2.145,2.191,1.86,1.675,1.815,1.724,1.609,1.712,2.02,2.088,2.21,2.49,2.544,2.527,2.872,3.054,3.045
10,-5.771,-4.378,0.928,5.5,9.46,12.99,16.05,17.31,14.25,11.76,9.49,7.61,6.09,4.88,3.798,3.098,2.615,2.118,1.978,2.09,2.041,2.188,2.594,2.839,2.79,2.989,3.028,2.772,2.475,2.412,1.995,1.589,1.418,1.204,0.742,0.529,0.427,0.228,-0.003,0.025,-0.007,-0.003,0.001,0.014,0,0.088,0.326,0.406,0.431,0.76,0.98,1.008,1.194,1.351,1.33,1.285,1.47,1.365,1.278,1.386,1.46,1.393,1.523,1.803,1.894,1.999,2.363,2.51,2.503,2.615,2.636,2.258,2.149,2.16,1.955,1.641,1.77,1.876,1.848,1.978,2.183,2.188,2.267,2.371,2.522,2.508,2.779,2.942,2.918
10,-5.314,-5.006,-4.187,-5.447,-4.033,0.552,4.381,7.599,10.489,13.009,14.029,11.349,9.319,7.519,5.949,4.892,4.017,3.1,2.568,2.428,2.127,2.008,2.288,2.519,2.54,2.739,3.131,3.016,2.925,2.988,2.697,2.323,2.155,1.906,1.43,1.196,1.01,0.678,0.366,0.317,0.246,-0.002,-0.028,-0.053,0,0.072,0.1,0.194,0.322,0.432,0.583,0.68,0.793,0.953,0.971,0.964,1.05,1.094,1.019,1.064,1.162,1.216,1.248,1.541,1.717,1.788,2.269,2.575,2.575,2.753,2.909,2.768,2.519,2.581,2.422,2.116,2.23,2.327,2.246,2.35,2.641,2.671,2.764,3.044,3.065,3.037,3.31,3.453,3.45
10,-4.87,-5.304,-5.479,-5.213,-3.001,2.571,7.226,11.176,14.586,17.656,17.756,14.446,11.916,9.676,7.776,6.436,5.256,4.118,3.313,2.998,2.354,1.955,1.934,1.797,1.805,1.72,1.769,1.638,1.577,1.529,1.327,1.116,1.092,0.81,0.572,0.443,0.26,0.047,0.013,-0.017,-0.139,-0.119,-0.093,-0.055,0,0.065,0.119,0.166,0.316,0.441,0.631,0.765,0.874,1.032,1.111,1.073,1.253,1.295,1.182,1.274,1.398,1.471,1.532,1.874,2.097,2.106,2.611,2.872,2.851,2.95,3.06,2.875,2.565,2.598,2.448,2.082,2.183,2.26,2.176,2.293,2.595,2.658,2.784,3.11,3.147,3.155,3.484,3.682,3.707
10,-6.482,-6.419,-6.034,-5.159,-1.687,2.737,6.528,9.628,12.418,15.538,12.638,10.008,8.198,6.498,5.108,4.358,3.703,3.01,2.681,2.779,2.66,2.569,2.912,3.185,3.157,3.451,3.696,3.489,3.178,3.241,2.803,2.334,2.075,1.778,1.214,1.015,0.833,0.472,0.213,0.231,0.147,-0.032,0.014,0.122,0,0.059,0.283,0.248,0.297,0.612,0.693,0.679,0.882,1.095,0.955,0.959,1.134,1.06,0.952,1.078,1.158,1.046,1.197,1.445,1.505,1.575,1.981,2.121,2.103,2.243,2.282,1.991,1.956,2.04,1.804,1.655,1.906,1.972,1.92,2.2,2.48,2.467,2.648,3.013,3.064,3.082,3.46,3.741,3.804
10,-5.62,-5.438,-5.5797,-5.683,-5.578,-4.227,-0.006,3.585,6.633,9.433,11.603,12.533,10.183,8.213,6.453,5.243,4.404,3.34,2.703,2.549,2.171,1.737,1.849,1.744,1.562,1.604,1.576,1.611,1.527,1.684,1.635,1.415,1.312,1.221,0.92,0.538,0.381,0.158,0.124,0.025,-0.054,-0.005,0.06,0.046,0,0.168,0.301,0.377,0.465,0.686,0.873,0.989,1.236,1.487,1.544,1.559,1.829,1.941,1.828,2.026,2.217,2.195,2.201,2.545,2.751,2.684,3.052,3.347,3.378,3.599,3.632,3.357,3.273,3.31,3.037,2.799,2.927,2.929,2.803,3.018,3.23,3.247,3.392,3.714,3.774,3.79,4.108,4.301,4.278
10,-5.263,-4.528,-5.445,-5.41,-5.207,-1.224,4.005,8.434,12.194,15.614,17.554,16.454,13.614,11.044,8.874,7.404,6.244,5.004,4.159,3.809,3.165,2.619,2.283,2.164,1.737,1.639,1.693,1.357,1.191,1.041,0.725,0.548,0.541,0.267,0.1,0.07,-0.024,-0.158,-0.17,-0.164,-0.26,-0.202,-0.073,-0.077,0,0.063,0.191,0.27,0.36,0.493,0.681,0.761,0.878,1.096,1.175,1.072,1.277,1.345,1.243,1.405,1.511,1.561,1.563,1.901,2.146,2.083,2.559,2.816,2.781,2.92,2.858,2.901,2.829,2.887,2.664,2.489,2.668,2.538,2.654,2.873,3.146,3.14,3.314,3.655,3.704,3.737,4.087,4.304,4.369
10,-5.256,-4.675,-5.382,-5.501,-5.333,-4.521,-0.125,4.649,8.644,12.254,15.254,18.344,15.114,12.374,9.934,8.264,6.994,5.624,4.663,4.187,3.515,2.829,2.482,2.132,1.653,1.544,1.516,1.215,0.927,1.145,0.951,0.787,0.418,0.224,-0.064,-0.006,-0.062,-0.125,-0.244,-0.188,-0.225,-0.227,-0.055,0.004,0,0.141,0.351,0.422,0.524,0.781,0.956,1.066,1.227,1.509,1.527,1.52,1.815,1.871,1.663,1.852,1.979,1.931,1.972,2.3,2.459,2.382,2.877,3.137,3.092,3.436,3.536,3.251,3.191,3.251,3.027,2.829,2.976,2.972,2.902,3.125,3.359,3.359,3.557,3.91,3.98,4.029,4.402,4.624,4.635
10,-4.76,-3.976,-4.844,-5.516,1.288,6.324,10.764,14.354,17.614,19.574,15.954,12.834,10.524,8.564,6.774,5.624,4.676,3.57,2.877,2.471,1.981,1.379,1.246,0.973,0.609,0.497,0.476,0.287,0.154,0.129,0.038,-0.13,-0.039,-0.007,-0.13,-0.098,-0.081,-0.053,-0.042,0.047,0.086,-0.002,-0.118,-0.064,0,0.138,0.304,0.392,0.535,0.708,0.899,1.004,1.09,1.247,1.295,1.227,1.394,1.501,1.404,1.513,1.702,1.762,1.788,2.184,2.414,2.411,2.853,3.031,2.964,2.998,3.055,2.845,2.527,2.618,2.506,2.242,2.442,2.61,2.583,2.742,3.076,3.148,3.318,3.642,3.712,3.736,4.114,4.345,4.426
10,-5.197,-4.903,-5.1025,-5.169,-5.141,-4.791,-3.139,-0.101,4.113,7.772,10.942,13.532,16.022,13.012,10.512,8.632,7.092,5.672,4.631,4.036,3.161,2.461,2.23,1.74,1.264,1.145,1.082,0.627,0.389,0.473,0.27,0.074,0.039,0.007,-0.089,-0.21,-0.192,-0.269,-0.172,-0.119,-0.108,-0.084,-0.045,0.011,0,-0.12,-0.035,0.047,0.167,0.314,0.496,0.66,0.798,0.945,1.109,1.141,1.282,1.363,1.311,1.457,1.56,1.58,1.599,1.9,2.097,2.059,2.476,2.794,2.818,2.863,3.049,2.953,2.679,2.747,2.617,2.268,2.343,2.453,2.363,2.425,2.73,2.89,2.963,3.294,3.381,3.418,3.761,3.927,3.929
10,-5.164,-5.066,-4.828,-5.017,-5.129,-5.045,-2.882,2.116,6.365,10.175,13.345,16.055,16.505,13.655,11.115,9.365,7.905,6.485,5.425,4.993,4.118,3.292,3.089,2.655,2.067,1.71,1.668,1.143,0.954,1.069,0.831,0.558,0.66,0.544,0.397,0.32,0.467,0.327,0.25,0.319,0.336,0.231,0.14,-0.006,0,0.171,0.245,0.352,0.44,0.674,0.788,0.864,1.076,1.238,1.271,1.298,1.52,1.594,1.538,1.647,1.834,1.853,1.864,2.236,2.405,2.384,2.842,3.136,3.102,3.289,3.425,3.282,3.026,3.12,2.975,2.643,2.792,2.883,2.791,2.924,3.32,3.32,3.505,3.889,3.974,4.055,4.414,4.662,4.692
10,-3.729,-5.241,-5.038,-4.408,-3.554,-5.136,-2.973,2.452,6.97,10.98,14.53,17.56,18.29,15.12,12.45,10.47,8.91,7.35,6.18,5.54,4.622,3.733,3.281,2.816,2.2,1.902,1.773,1.272,1.069,1.104,0.884,0.66,0.649,0.646,0.401,0.247,0.364,0.201,0.107,-0.16,-0.256,-0.214,-0.028,0.044,0,0.189,0.327,0.396,0.514,0.761,0.908,0.992,1.181,1.503,1.529,1.551,1.837,1.956,1.803,1.965,2.187,2.188,2.233,2.696,2.738,2.711,3.177,3.407,3.374,3.514,3.696,3.451,3.381,3.455,3.243,3.043,3.245,3.228,3.194,3.455,3.729,3.708,3.906,4.305,4.419,4.466,4.905,5.159,5.21
10,-5.365,-4.98,-4.014,-2.299,2.608,7.001,10.801,13.931,16.581,15.821,12.621,10.081,8.161,6.411,5.002,3.98,3.21,2.314,1.768,1.474,0.998,0.613,0.564,0.361,0.032,-0.063,0.025,-0.206,-0.269,-0.063,-0.147,-0.255,-0.157,-0.323,-0.479,-0.385,-0.553,-0.61,-0.479,-0.388,-0.364,-0.254,-0.215,-0.139,0,0.12,0.197,0.328,0.448,0.572,0.683,0.792,0.823,0.966,1.02,0.932,1.036,1.14,1.092,1.188,1.397,1.469,1.58,1.948,2.205,2.175,2.572,2.772,2.676,2.641,2.67,2.443,2.146,2.205,2.133,1.888,2.061,2.241,2.241,2.387,2.737,2.814,2.951,3.276,3.353,3.395,3.786,4.039,4.167
10,-5.197,-4.532,-5.085,-5.211,-5.155,-0.85,4.008,8.107,11.517,14.527,17.537,14.827,12.077,9.737,7.687,6.337,5.297,4.239,3.357,2.986,2.412,1.873,1.726,1.453,1.019,0.963,0.935,0.564,0.48,0.476,0.396,0.252,0.273,0.235,0.081,0.07,-0.014,-0.096,-0.112,0.032,0.077,0.035,0.01,-0.074,0,0.068,0.19,0.291,0.41,0.617,0.787,0.912,1.047,1.278,1.368,1.369,1.543,1.636,1.613,1.695,1.876,1.897,1.965,2.331,2.569,2.609,3.18,3.6,3.716,4.071,4.393,4.311,4.416,4.501,4.641,4.636,4.984,5.167,5.227,5.647,6.097,6.247,6.557,7.077,7.257,7.327,7.747,7.927,7.837
10,-4.643,-5.553,-5.504,-5.175,-4.44,-2.613,2.938,7.603,11.593,15.093,18.103,17.433,14.363,11.643,9.273,7.623,6.303,5.013,4.03,3.554,2.861,2.14,2,1.685,1.237,1.118,1.027,0.726,0.558,0.642,0.446,0.32,0.355,0.285,0.085,0.12,0.232,0.127,0.068,0.154,0.15,0.152,0.074,-0.005,0,0.235,0.347,0.441,0.543,0.785,1.002,1.041,1.339,1.538,1.654,1.653,1.942,1.987,1.79,2.008,2.2,2.122,2.178,2.548,2.724,2.692,3.21,3.533,3.564,3.794,3.885,3.68,3.561,3.64,3.346,3.101,3.227,3.239,3.122,3.344,3.612,3.61,3.809,4.18,4.301,4.327,4.702,4.943,4.933
10,-4.952,-4.203,-4.994,-4.966,-4.903,1.194,6.154,10.164,13.734,17.014,18.824,15.254,12.564,10.214,8.204,6.714,5.594,4.414,3.672,3.175,2.475,1.915,1.726,1.39,0.914,0.802,0.795,0.459,0.361,0.48,0.312,0.109,0.196,0.154,-0.052,0.021,0.006,0.021,0.032,0.088,0.097,0.105,0.035,-0.062,0,0.153,0.289,0.443,0.532,0.835,1.017,1.148,1.308,1.604,1.637,1.748,1.872,1.878,1.767,1.897,2.078,2.007,2.099,2.464,2.552,2.569,3.09,3.374,3.346,3.525,3.677,3.49,3.397,3.443,3.212,3.009,3.133,3.164,3.112,3.338,3.595,3.6,3.784,4.162,4.225,4.265,4.619,4.853,4.876
12,-5.351,-5.022,-5.183,-5.197,-5.162,-4.987,-2.138,5.306,11.536,17.096,21.956,26.216,25.376,21.056,17.306,14.356,12.176,9.836,8.116,7.026,5.596,4.417,3.805,3.033,2.155,1.922,1.663,1.157,0.839,0.945,0.623,0.349,0.35,0.287,0.175,0.006,0.058,-0.145,-0.213,-0.391,-0.402,-0.287,-0.168,-0.097,0,0.176,0.366,0.525,0.684,0.972,1.191,1.361,1.643,1.995,2.092,2.116,2.433,2.509,2.364,2.485,2.655,2.586,2.616,3.028,3.227,3.239,3.758,3.934,3.961,4.204,4.319,4.076,3.982,4.013,3.775,3.544,3.682,3.681,3.604,3.821,4.109,4.129,4.29,4.68,4.767,4.809,5.216,5.456,5.496
12,-4.714,-5.218,-5.358,-5.134,-4.308,-5.176,-5.932,1.775,7.401,12.481,16.761,20.501,22.981,19.181,15.871,13.581,11.731,9.681,8.231,7.341,6.151,5.037,4.557,3.838,2.849,2.622,2.387,1.812,1.5,1.521,1.25,0.93,0.744,0.526,0.196,0.21,0.107,-0.169,-0.154,-0.085,-0.113,-0.051,-0.013,0.007,0,0.151,0.257,0.343,0.435,0.633,0.79,0.838,1.033,1.288,1.332,1.4,1.49,1.491,1.396,1.481,1.625,1.575,1.579,1.911,2.091,2.084,2.597,2.894,2.94,3.185,3.397,3.297,3.08,3.217,3.049,2.711,2.875,2.94,2.844,2.985,3.264,3.245,3.381,3.77,3.833,3.843,4.249,4.514,4.566
12,-5.421,-5.344,-5.134,-4.224,-3.391,5.302,12.912,19.372,24.842,29.742,30.402,25.032,20.992,17.412,14.342,12.082,10.452,8.632,7.212,6.482,5.412,4.358,3.801,3.28,2.45,2.149,1.999,1.467,1.085,1.26,1.001,0.76,0.809,0.728,0.406,0.265,0.268,0.203,0.039,-0.073,-0.273,-0.262,-0.07,-0.031,0,0.177,0.37,0.448,0.601,0.95,1.202,1.237,1.567,1.906,1.893,1.986,2.092,2.053,1.805,1.878,2.019,1.901,1.94,2.302,2.506,2.471,3.099,3.458,3.483,3.812,3.987,3.831,3.749,3.835,3.534,3.31,3.422,3.371,3.215,3.397,3.618,3.548,3.647,4.001,4.043,4.013,4.456,4.762,4.782
12,-5.198,-4.925,-5.121,-5.268,-5.093,-4.827,-4.19,-1.404,5.208,10.908,15.858,19.998,24.388,23.118,19.448,16.728,14.748,12.498,10.758,9.678,8.288,6.818,6.218,5.388,4.199,3.769,3.398,2.486,2.054,2.05,1.453,1.027,1.028,0.834,0.302,0.374,0.295,-0.037,-0.061,0.041,-0.017,-0.088,0.069,0.112,0,0.149,0.305,0.363,0.366,0.524,0.654,0.636,0.826,0.993,0.974,1.071,1.13,1.186,1.057,1.197,1.287,1.251,1.293,1.659,1.839,1.852,2.373,2.715,2.78,3.038,3.312,3.166,3.003,3.148,2.99,2.631,2.778,2.853,2.715,2.895,3.225,3.207,3.382,3.778,3.863,3.919,4.378,4.658,4.763
150,-6.619,-6.276,-1.915,5.223,11.183,16.303,20.873,24.583,22.203,17.763,13.903,10.703,8.103,5.993,4.123,2.845,1.83,0.92,0.43,0.311,0.094,0.038,0.402,0.647,0.675,0.941,1.126,0.958,0.804,0.778,0.535,0.307,0.256,0.054,-0.337,-0.225,-0.173,-0.466,-0.407,-0.24,-0.292,-0.384,-0.06,0.118,0,0.441,0.975,0.994,1.191,1.843,2.119,2.22,2.819,3.477,3.683,4.333,5.573,6.403,7.343,9.213,9.743,11.473,14.133,17.633,20.623,23.143,27.163,29.623,30.663,31.463,30.613,27.573,24.613,21.733,17.833,14.303,12.043,9.663,7.543,6.443,5.603,4.613,4.203,4.183,3.893,3.713,4.083,4.263,4.233
150,-8.332,-4.839,2.231,8.071,13.111,17.521,21.441,20.351,16.191,12.681,9.471,6.901,4.891,3.251,1.713,0.775,0.131,-0.674,-0.947,-0.94,-1.073,-1.059,-0.716,-0.569,-0.611,-0.373,-0.188,-0.483,-0.571,-0.408,-0.534,-0.555,-0.627,-0.653,-0.898,-0.777,-0.587,-0.76,-0.83,-0.511,-0.462,-0.581,-0.237,0.049,0,0.355,1.048,1.144,1.382,2.011,2.371,2.431,2.941,3.481,3.671,4.091,5.141,5.771,6.551,8.231,10.011,11.691,14.331,17.731,19.821,22.531,26.091,28.081,28.591,28.951,27.841,24.761,21.871,19.211,15.671,12.591,10.711,8.711,6.931,6.091,5.471,4.581,4.321,4.451,4.191,4.041,4.501,4.731,4.741
150,-7.756,-0.567,5.386,10.556,14.996,19.056,21.886,17.916,14.566,11.866,9.456,7.436,6.146,5.006,4.086,3.846,3.946,4.046,4.666,5.776,6.686,7.346,8.316,8.546,8.096,7.736,7.196,6.096,5.216,4.626,3.806,2.946,2.495,2.009,1.393,1.018,0.78,0.346,-0.025,0.059,-0.081,-0.277,-0.091,0.122,0,0.245,0.693,0.752,0.882,1.34,1.543,1.652,2.058,2.625,2.836,3.316,4.306,5.126,5.986,7.736,9.636,11.426,14.076,17.386,20.086,22.806,26.276,28.066,28.406,28.566,27.326,24.276,21.536,19.016,15.606,12.646,10.786,8.736,6.826,5.856,5.096,4.096,3.676,3.656,3.356,3.126,3.476,3.646,3.596
150,-7.623,-7.308,-3.339,3.618,9.588,14.688,19.078,22.838,20.918,16.648,12.898,9.758,7.388,5.258,3.498,2.205,1.246,0.392,-0.154,-0.28,-0.518,-0.595,-0.273,-0.091,-0.119,0.098,0.329,0.238,0.07,0.166,-0.082,-0.221,-0.165,-0.278,-0.315,-0.435,-0.383,-0.612,-0.562,-0.311,-0.344,-0.415,-0.104,0.105,0,0.4,0.976,1.068,1.244,1.899,2.228,2.257,2.878,3.598,3.788,4.388,5.668,5.518,6.278,7.848,9.458,11.028,13.458,16.658,19.368,21.608,25.318,27.708,28.798,29.808,29.288,26.678,24.058,21.468,17.748,14.358,12.138,9.768,7.598,6.488,5.608,4.578,4.108,4.108,3.768,3.538,3.898,4.078,4.028
15,-6.849,-6.1,-7.199,-7.227,-4.476,0.354,4.479,7.849,10.869,13.589,12.599,9.509,7.209,5.239,3.559,2.447,1.663,0.816,0.424,0.459,0.319,0.333,0.746,0.97,1.075,1.351,1.684,1.547,1.453,1.631,1.386,1.071,1.106,0.938,0.56,0.557,0.515,0.238,0.074,0.217,0.133,0.151,0.063,0.189,0,0.144,0.546,0.627,0.781,1.369,1.687,1.708,2.128,2.377,2.184,2.174,2.345,2.139,1.904,2.079,2.128,1.981,2.233,2.65,2.737,3.01,3.729,4.039,4.089,4.479,4.619,4.189,4.059,4.069,3.609,3.269,3.469,3.369,3.179,3.469,3.769,3.629,3.809,3.969,4.229,4.229,4.719,4.989,4.959
15,-6.884,-6.254,-7.22,-3.664,1.054,5.067,8.587,11.507,13.857,12.787,9.787,7.357,5.507,3.857,2.524,1.712,1.075,0.375,0.102,0.228,0.123,0.053,0.466,0.697,0.732,1.012,1.148,0.949,0.753,0.895,0.714,0.522,0.559,0.417,0.126,0.116,-0.021,-0.11,-0.217,-0.001,-0.094,-0.232,-0.026,0.111,0,0.261,0.776,0.996,1.253,1.927,2.344,2.438,2.82,3.122,2.909,2.802,2.963,2.729,2.487,2.655,2.68,2.541,2.8,3.187,3.327,3.607,4.257,4.437,4.427,4.687,4.667,4.167,3.917,3.857,3.377,3.037,3.157,3.087,2.9,3.129,3.367,3.217,3.347,3.697,3.667,3.637,4.037,4.257,4.247
15,-6.45,-6.912,-7.066,-7.031,-6.324,-4.385,0.389,4.074,7.314,10.044,12.374,11.704,8.924,6.634,4.694,3.384,2.328,1.355,0.816,0.739,0.473,0.375,0.683,0.956,0.984,1.33,1.666,1.593,1.423,1.638,1.467,1.155,1.192,1.124,0.735,0.646,0.744,0.378,0.174,0.307,0.189,-0.01,0.126,0.228,0,0.153,0.555,0.616,0.735,1.281,1.631,1.686,2.083,2.375,2.186,2.191,2.396,2.177,1.917,2.099,2.134,1.948,2.211,2.575,2.548,2.828,3.504,3.804,3.884,4.274,4.454,4.064,3.944,3.984,3.504,3.159,3.268,3.171,2.947,3.18,3.454,3.289,3.474,3.864,3.854,3.814,4.274,4.494,4.474
15,-7.31,-6.477,-7.646,-7.569,-6.988,-3.173,1.342,5.192,8.422,11.232,14.222,11.202,8.602,6.372,4.492,3.152,2.203,1.265,0.796,0.614,0.488,0.362,0.817,1.062,1.076,1.454,1.786,1.699,1.638,1.552,1.562,1.139,1.214,1.079,0.698,0.603,0.626,0.315,0.152,0.295,0.185,-0.051,0.08,0.206,0,0.182,0.582,0.647,0.775,1.363,1.659,1.788,2.157,2.525,2.373,2.32,2.514,2.338,2.094,2.255,2.276,2.131,2.332,2.719,2.8,3.062,3.732,4.052,4.152,4.562,4.742,4.382,4.232,4.222,3.702,3.332,3.512,3.072,3.012,3.252,3.492,3.362,3.512,3.912,3.912,3.852,4.272,4.512,4.452
15,-6.776,-6.762,-6.23,-0.728,3.612,7.34,10.67,13.56,15.1,12.29,9.79,7.7,6.33,5.08,4.11,3.81,3.77,3.83,4.39,5.45,6.31,7.01,7.85,8.15,7.76,7.38,6.95,5.98,5.07,4.68,3.94,3.178,2.779,2.366,1.729,1.372,1.204,0.77,0.392,0.357,0.224,-0.063,0.035,0.119,0,0.133,0.448,0.553,0.616,1.12,1.295,1.288,1.456,1.603,1.407,1.26,1.435,1.288,1.085,1.274,1.337,1.274,1.526,1.946,2.1,2.303,2.968,3.206,3.22,3.507,3.619,3.29,3.136,3.234,2.905,2.611,2.737,2.726,2.541,2.737,2.947,2.793,2.835,2.967,3.171,3.069,3.5,3.77,3.77
15,-5.887,-5.502,-4.606,-1.498,2.345,5.527,8.367,10.917,13.247,10.757,8.577,6.777,5.487,4.459,3.542,3.108,3.101,3.066,3.395,4.368,5.017,5.757,6.687,7.137,7.037,6.857,6.527,5.717,4.967,4.494,3.801,3.192,2.758,2.345,1.799,1.484,1.253,0.959,0.588,0.553,0.371,0.189,0.168,0.178,0,0.108,0.385,0.448,0.521,0.903,1.081,1.029,1.242,1.417,1.309,1.2,1.284,1.172,1.001,1.137,1.232,1.155,1.337,1.729,1.876,2.075,2.621,2.877,2.95,3.206,3.332,3.034,2.898,2.954,2.642,2.376,2.478,2.425,2.275,2.432,2.523,2.418,2.504,2.777,2.746,2.698,3.026,3.251,3.279
15,-6.426,-5.754,-6.657,-5.523,-1.288,2.275,5.519,8.139,10.579,11.899,9.409,7.409,5.999,4.839,3.939,3.556,3.549,3.654,4.259,5.519,6.439,7.309,8.399,8.879,8.529,8.309,7.769,6.729,5.709,5.209,4.409,3.528,3.122,2.551,1.967,1.557,1.316,0.903,0.511,0.465,0.297,0.073,0.108,0.168,0,0.091,0.409,0.486,0.581,0.987,1.183,1.193,1.375,1.515,1.41,1.274,1.417,1.309,1.151,1.284,1.379,1.277,1.498,1.914,2.086,2.303,2.915,3.199,3.23,3.559,3.71,3.409,3.297,3.367,3.031,2.751,2.894,2.835,2.656,2.835,3.034,2.891,2.943,3.094,3.304,3.237,3.675,3.959,3.989
