concentration_ppb,E_-0.8999,E_-0.8897,E_-0.8795,E_-0.8693,E_-0.859,E_-0.8488,E_-0.8386,E_-0.8284,E_-0.8182,E_-0.808,E_-0.7978,E_-0.7876,E_-0.7774,E_-0.7672,E_-0.757,E_-0.7468,E_-0.7366,E_-0.7263,E_-0.7161,E_-0.7059,E_-0.6957,E_-0.6855,E_-0.6753,E_-0.6651,E_-0.6549,E_-0.6447,E_-0.6345,E_-0.6243,E_-0.6141,E_-0.6039,E_-0.5937,E_-0.5834,E_-0.5732,E_-0.563,E_-0.5528,E_-0.5426,E_-0.5324,E_-0.5222,E_-0.512,E_-0.5018,E_-0.4916,E_-0.4814,E_-0.4712,E_-0.461,E_-0.4507,E_-0.4405,E_-0.4303,E_-0.4201,E_-0.4099,E_-0.3997,E_-0.3895,E_-0.3793,E_-0.3691,E_-0.3589,E_-0.3487,E_-0.3385,E_-0.3283,E_-0.318,E_-0.3078,E_-0.2976,E_-0.2874,E_-0.2772,E_-0.267,E_-0.2568,E_-0.2466,E_-0.2364,E_-0.2262,E_-0.216,E_-0.2058,E_-0.1956,E_-0.1853,E_-0.1751,E_-0.1649,E_-0.1547,E_-0.1445,E_-0.1343,E_-0.1241,E_-0.1139,E_-0.1037,E_-0.0935,E_-0.0833,E_-0.0731,E_-0.0629,E_-0.0526,E_-0.0424,E_-0.0322,E_-0.022,E_-0.0118,E_-0.0016
25.2,-7.637,-9.128,-5.579,-2.352,0.266,3.064,5.504,7.634,7.184,6.044,4.854,4.064,3.664,3.334,2.944,3.074,3.364,3.394,3.754,4.614,5.064,5.434,6.214,6.594,6.454,6.514,6.414,5.824,5.174,4.944,4.334,3.574,3.284,2.824,2.144,1.714,1.484,0.966,0.556,0.56,0.329,-0.018,0.094,0.15,0,0.073,0.507,0.528,0.64,1.109,1.323,1.374,1.674,1.964,1.884,1.834,1.944,2.084,1.984,2.274,2.424,2.344,2.654,3.234,3.494,3.774,4.624,4.994,5.104,5.464,5.634,5.214,5.024,5.004,4.504,4.004,4.014,3.744,3.304,3.334,3.174,3.054,3.004,3.284,3.164,3.034,3.374,3.504,3.434
25.2,-8.085,-8.043,-7.952,-4.368,-0.231,3.666,7.046,9.936,11.806,11.696,9.516,7.826,6.716,5.866,5.116,4.896,5.106,5.076,5.506,6.576,7.276,7.916,9.006,9.596,9.456,9.456,9.286,8.346,7.456,6.926,6.086,5.066,4.526,3.876,3.036,2.496,2.128,1.512,1.008,0.882,0.588,0.189,0.196,0.21,0,0.077,0.378,0.462,0.455,0.861,1.043,0.959,1.176,1.393,1.19,1.127,1.309,1.239,1.008,1.218,1.33,1.316,1.54,2.093,2.326,2.626,3.476,3.906,4.076,4.536,4.786,4.456,4.306,4.326,3.866,3.376,3.396,3.166,2.756,2.796,2.636,2.506,2.476,2.526,2.616,2.516,2.876,3.076,3.026
25.2,-8.036,-7.987,-4.48,-0.119,3.56,7.03,10.2,12.91,12.4,10.72,9.22,8.06,7.71,7.43,7.29,7.8,8.6,9.05,10.18,11.75,12.77,13.52,14.66,14.99,14.5,14.12,13.56,12.22,10.91,10.14,8.85,7.53,6.62,5.73,4.56,3.74,3.14,2.29,1.547,1.309,0.84,0.406,0.287,0.273,0,0.056,0.308,0.245,0.376,0.483,0.469,0.43,0.364,0.406,0.126,0.035,0.196,0.07,-0.091,0.182,0.35,0.357,0.77,1.309,1.61,1.988,2.88,3.35,3.54,4.12,4.44,4.17,4.23,4.39,3.96,3.6,3.73,3.5,3.1,3.21,3.06,2.95,3,3.12,3.29,3.23,3.78,4.07,4.08
25.2,-8.057,-8.022,-6.111,-1.26,3.011,6.681,10.091,12.821,13.921,11.691,9.631,8.141,7.361,6.791,6.431,6.951,7.811,8.481,9.811,11.701,12.991,13.961,15.151,15.361,14.591,13.881,12.991,11.291,9.851,8.891,7.591,6.231,5.441,4.561,3.541,2.831,2.371,1.631,1.036,0.91,0.581,0.161,0.196,0.175,0,0.112,0.378,0.413,0.434,0.791,0.882,0.763,0.903,1.015,0.742,0.714,0.896,0.763,0.623,0.882,1.078,1.12,1.533,2.086,2.381,2.881,3.461,4.091,4.251,4.751,5.031,4.681,4.611,4.691,4.231,3.811,3.931,3.711,3.311,3.441,3.541,3.211,3.251,3.371,3.531,3.491,4.041,4.341,4.361
25.2,-7.406,-7.35,-6.832,-7.385,-3.591,1.351,5.597,9.117,12.267,14.437,13.827,11.167,9.307,7.787,6.567,6.147,6.157,6.307,7.097,8.607,9.757,10.767,12.147,12.767,12.457,12.147,11.477,10.077,8.797,8.017,6.757,5.537,4.887,4.157,3.157,2.604,2.177,1.491,0.945,0.882,0.539,0.203,0.21,0.21,0,0.14,0.42,0.406,0.434,0.77,0.896,0.833,0.77,0.815,0.854,0.805,0.987,0.861,0.728,0.994,1.141,1.141,1.484,1.995,2.296,2.66,3.527,4.007,4.167,4.737,5.017,4.657,4.577,4.637,4.117,3.657,3.707,3.407,3.017,3.097,3.157,2.947,3.097,3.187,3.087,3.047,3.557,3.827,3.867
150,-9.075,-6.688,-0.682,4.442,8.762,12.572,16.072,16.352,12.812,10.052,7.532,5.342,3.802,2.352,1.096,0.27,-0.304,-1.032,-1.543,-1.704,-2.026,-2.299,-2.152,-2.278,-2.348,-2.32,-2.301,-2.25,-2.081,-1.921,-1.851,-1.928,-1.655,-1.501,-1.592,-1.445,-1.218,-1.239,-1.214,-0.826,-0.766,-0.806,-0.409,-0.042,0,0.289,0.875,1.138,1.342,2.022,2.382,2.492,3.042,3.682,3.952,4.462,5.492,6.272,7.042,8.562,10.162,11.592,13.732,16.532,18.392,20.622,23.832,25.852,26.732,27.442,26.852,24.412,21.792,19.302,15.962,12.792,10.822,8.742,6.882,5.852,5.172,4.302,3.872,3.892,3.622,3.432,3.732,3.892,3.832
150,-1.536,-6.856,-0.241,5.091,9.431,13.271,16.561,18.701,14.911,11.751,8.991,6.731,4.901,3.329,1.978,1.033,0.249,-0.514,-1.025,-1.263,-1.606,-1.879,-1.963,-1.998,-2.082,-2.061,-2.072,-2.082,-2.061,-1.816,-1.788,-1.83,-1.627,-1.508,-1.529,-1.403,-1.172,-1.179,-1.158,-0.843,-0.731,-0.682,-0.381,-0.105,0,0.27,0.781,0.874,1.042,1.602,1.974,2.19,2.706,3.374,3.798,4.371,5.541,6.481,7.491,9.311,11.291,13.141,15.751,18.991,21.171,23.601,26.741,28.431,28.601,28.551,27.131,23.941,20.771,17.921,14.441,11.331,9.231,7.451,5.701,4.761,4.101,3.374,2.993,2.982,2.697,2.543,2.785,2.888,2.846
150,-7.598,-8.095,-3.636,2.738,8.168,12.938,17.048,20.538,18.548,14.658,11.258,8.338,6.128,4.178,2.478,1.306,0.347,-0.598,-1.263,-1.543,-1.921,-2.264,-2.264,-2.299,-2.322,-2.418,-2.306,-2.355,-2.182,-2.033,-2.033,-2.019,-1.767,-1.578,-1.697,-1.564,-1.337,-1.337,-1.246,-0.959,-0.784,-0.763,-0.413,-0.052,0,0.44,1.108,1.416,1.546,2.278,2.728,2.908,3.468,4.198,4.488,4.978,6.038,6.828,7.668,9.388,11.258,12.958,15.548,18.968,21.198,24.028,27.918,30.368,31.388,32.268,31.518,28.558,25.428,22.438,18.388,14.648,12.218,9.758,7.538,6.328,5.488,4.468,4.028,4.038,3.758,3.518,3.868,4.038,3.998
150,-8.461,-2.231,3.26,8.07,12.08,15.77,16.82,13.08,9.97,7.59,5.26,3.3,2.08,0.79,-0.4,-0.992,-1.517,-2.196,-2.581,-2.574,-2.903,-3.169,-2.966,-2.994,-3.183,-3.064,-3.059,-3.001,-2.987,-2.824,-2.613,-2.697,-2.422,-2.142,-2.394,-2.137,-1.711,-1.757,-1.404,-1.137,-1.01,-1.011,-0.52,-0.06,0,0.41,1.14,1.34,1.49,2.23,2.68,2.77,3.4,4.17,4.46,5.02,6.32,7.19,7.92,9.71,11.39,12.74,14.86,16.9,18.73,20.6,23.28,24.56,24.62,24.59,23.52,20.85,18.38,16.27,13.42,10.83,9.4,7.81,6.28,5.56,5.11,4.32,4.02,4.21,3.98,3.77,4.17,4.34,4.17
22.7,-7.053,-6.689,-6.9025,-6.934,-6.934,-5.002,-0.151,3.745,7.175,9.905,12.405,12.435,9.625,7.265,5.095,3.655,2.551,1.375,0.619,0.234,-0.256,-0.683,-0.844,-0.83,-0.907,-1.033,-0.921,-1.054,-1.033,-0.912,-0.767,-0.795,-0.561,-0.354,-0.526,-0.772,-0.23,-0.538,-0.282,-0.493,-0.36,-0.387,-0.015,0.11,0,0.4,0.511,0.779,1.067,1.728,1.829,1.98,2.362,2.716,2.894,2.429,3.219,2.811,2.703,2.806,2.9,3.107,3.475,4.075,4.355,4.675,5.545,6.005,6.205,6.735,6.715,6.075,5.935,5.755,4.725,4.495,3.865,3.775,3.795,3.685,3.845,3.685,3.795,4.125,4.175,4.325,4.405,4.585,4.545
22.7,-7.125,-6.453,-6.964,-7.398,-6.362,-1.483,2.577,5.966,8.836,11.436,12.316,9.426,6.936,5.226,3.316,2.367,1.205,0.295,-0.195,-0.559,-0.979,-1.483,-1.371,-1.441,-1.425,-1.434,-1.455,-1.434,-1.56,-1.294,-1.147,-1.28,-1.098,-0.79,-0.909,-0.843,-0.542,-0.843,-0.479,-0.528,-0.403,-0.487,-0.214,0.009,0,0.158,0.87,0.819,1.684,2.113,2.879,3.286,3.196,3.536,3.646,3.996,3.906,4.086,3.116,3.896,3.356,3.546,3.946,4.246,4.456,4.806,5.806,5.876,6.346,6.416,6.126,5.806,5.946,5.316,4.826,4.196,4.066,3.776,3.586,3.136,3.746,3.266,3.646,3.646,3.876,3.656,4.046,4.106,4.386
22.7,-5.908,-6.335,-5.663,-6.216,-6.804,-0.406,4.443,8.493,11.983,14.933,16.683,12.993,10.133,7.603,5.453,3.903,2.478,1.533,0.714,0.182,-0.245,-0.791,-0.693,-0.777,-1.064,-1.064,-1.041,-1.008,-1.029,-0.714,-0.518,-0.742,-0.455,-0.431,-0.518,-0.252,-0.053,-0.228,-0.383,-0.082,-0.023,-0.089,-0.107,0.081,0,0.337,0.997,1.223,1.289,2.299,2.62,2.593,3.324,3.903,3.608,3.893,4.173,3.943,3.698,3.618,3.953,3.81,4.363,4.433,4.953,5.303,5.993,6.313,7.133,6.923,6.853,6.753,6.583,6.543,5.123,4.833,4.803,4.373,3.635,4.273,3.843,4.103,3.913,4.523,4.263,4.113,4.723,5.023,4.703
22.7,-7.038,-7.451,-6.807,-7.682,-1.41,4.362,9.372,13.562,17.112,20.052,15.852,12.172,9.442,6.992,5.132,3.382,2.475,1.327,0.508,0.186,-0.241,-0.885,-0.626,-0.752,-1.137,-1.074,-1.058,-0.962,-1.06,-0.665,-0.602,-0.759,-0.57,-0.393,-0.542,-0.367,-0.44,-0.584,-0.521,-0.418,-0.416,-0.445,-0.279,0.377,0,0.299,0.659,1.239,0.87,1.976,1.956,2.316,2.812,3.082,3.392,2.782,3.532,3.042,2.892,3.222,3.722,3.472,4.072,4.482,4.602,4.762,5.942,6.522,6.852,7.172,7.092,6.772,6.472,6.372,5.232,4.752,4.632,4.482,4.352,4.212,4.072,4.142,4.202,4.542,4.442,4.742,4.972,5.362,5.032
17.5,-7.574,-3.934,-0.553,2.282,4.777,7.207,9.367,8.387,7.017,6.017,5.027,4.427,4.067,3.987,3.867,4.307,4.847,5.127,5.757,6.827,7.447,7.897,8.607,8.827,8.577,7.967,7.877,6.917,6.107,5.617,4.857,4.027,3.597,3.117,2.352,1.932,1.645,1.141,0.721,0.64,0.476,0.353,0.129,0.164,0,0.084,0.413,0.49,0.591,0.997,1.176,1.204,1.47,1.662,1.54,1.494,1.708,1.54,1.382,1.515,1.564,1.48,1.652,2.016,2.117,2.359,2.967,3.227,3.317,3.677,3.827,3.557,3.537,3.567,3.217,2.917,3.027,2.917,2.604,2.754,2.877,2.674,2.751,2.84,2.997,2.937,3.327,3.507,3.457
17.5,-7.556,-7.486,-7.108,-5.603,-2.488,0.333,2.65,4.795,6.735,7.765,6.245,5.145,4.655,4.295,3.985,4.335,4.885,5.345,6.145,7.555,8.435,9.195,10.115,10.455,10.005,9.645,9.135,8.025,6.985,6.375,5.365,4.415,3.905,3.215,2.443,1.964,1.691,0.977,0.637,0.56,0.308,0.084,0.109,0.133,0,0.193,0.508,0.595,0.693,1.103,1.379,1.351,1.621,1.859,1.498,1.565,1.726,1.558,1.358,1.512,1.544,1.449,1.652,1.978,2.139,2.359,3.005,3.305,3.405,3.745,3.905,3.685,3.285,3.545,3.165,2.842,2.954,2.814,2.552,2.734,2.849,2.657,2.807,2.839,2.975,2.919,3.315,3.505,3.455
17.5,-7.252,-6.461,-7.623,-7.105,-3.339,0.175,3.412,6.022,8.392,11.252,9.012,7.282,6.272,5.382,4.742,4.742,4.822,5.182,5.872,7.042,7.952,8.672,9.692,10.152,9.842,9.642,9.222,8.152,7.242,6.632,5.672,4.662,4.132,3.482,2.635,2.184,1.844,1.19,0.773,0.668,0.399,0.017,0.112,0.171,0,0.122,0.455,0.574,0.693,1.155,1.41,1.417,1.718,1.949,1.729,1.638,1.844,1.662,1.431,1.571,1.62,1.452,1.673,2.068,2.212,2.46,3.142,3.432,3.532,3.912,4.082,3.762,3.692,3.792,3.382,3.082,3.302,2.852,2.772,2.962,3.102,2.902,3.002,3.102,3.272,3.232,3.652,3.852,3.812
17.5,-5.358,-2.271,0.788,3.395,5.705,7.895,8.605,7.105,6.175,5.505,4.935,4.465,4.535,4.495,4.495,4.935,5.475,5.715,6.325,7.285,7.775,8.085,8.795,9.065,8.755,8.555,8.305,7.515,6.815,6.415,5.585,4.805,4.325,3.775,3.005,2.552,2.181,1.593,1.11,0.998,0.637,0.305,0.266,0.235,0,0.095,0.28,0.322,0.34,0.644,0.774,0.714,0.889,1.054,0.875,0.854,0.977,0.84,0.669,0.823,0.83,0.763,0.921,1.267,1.348,1.554,2.149,2.412,2.51,2.895,3.095,2.905,2.915,3.075,2.786,2.513,2.646,2.513,2.237,2.335,2.429,2.216,2.265,2.351,2.492,2.429,2.815,2.985,2.945
19.5,-7.156,-6.652,-7.303,-7.338,-7.177,-4.79,-0.716,2.714,5.504,8.184,10.464,9.884,7.654,5.694,4.014,2.84,1.93,1.006,0.418,0.215,-0.114,-0.352,-0.212,-0.135,-0.282,-0.079,0.131,0.068,0.085,0.295,0.323,0.292,0.259,0.292,0.063,0.136,0.213,0.028,-0.072,0.122,0.015,-0.13,0.019,0.15,0,0.189,0.509,0.614,0.728,1.237,1.529,1.624,1.989,2.317,2.187,2.243,2.458,2.339,2.093,2.282,2.35,2.227,2.446,2.829,2.95,3.254,3.944,4.314,4.454,4.854,5.014,4.594,4.414,4.294,3.754,3.334,3.364,3.194,2.964,3.144,3.364,3.214,3.364,3.674,3.644,3.574,3.924,4.074,3.994
19.5,-8.757,-8.414,-8.813,-8.176,-2.492,2.201,6.451,9.871,13.151,15.171,11.791,8.971,6.811,4.871,3.241,2.111,1.239,0.252,-0.252,-0.469,-0.826,-1.071,-0.931,-0.924,-1.071,-0.91,-0.714,-0.802,-0.648,-0.53,-0.548,-0.436,-0.366,-0.301,-0.525,-0.462,-0.247,-0.45,-0.571,-0.285,-0.331,-0.438,-0.18,0.04,0,0.231,0.756,0.955,1.209,1.921,2.321,2.441,2.841,3.211,3.021,2.971,3.211,2.991,2.701,2.921,2.971,2.831,3.151,3.661,3.811,4.091,4.901,5.171,5.191,5.511,5.561,4.971,4.701,4.611,4.011,3.561,3.651,3.531,3.261,3.491,3.701,3.501,3.601,3.721,3.931,3.851,4.301,4.511,4.431
19.5,-8.325,-7.772,-8.311,-8.409,-8.227,-5.406,-1.136,2.427,5.417,8.107,10.507,9.827,7.427,5.337,3.567,2.387,1.447,0.495,-0.114,-0.254,-0.548,-0.863,-0.604,-0.562,-0.709,-0.499,-0.177,-0.359,-0.356,-0.227,-0.018,-0.175,0.019,0.113,-0.132,-0.048,0.12,-0.13,-0.223,0.012,-0.021,-0.27,-0.053,0.112,0,0.194,0.682,0.782,0.91,1.573,1.909,2.017,2.407,2.697,2.517,2.497,2.697,2.487,2.237,2.477,2.477,2.357,2.667,3.137,3.297,3.607,4.427,4.787,4.897,5.347,5.507,5.017,4.787,4.727,4.187,3.687,3.827,3.697,3.427,3.667,3.947,3.767,3.947,4.357,4.337,4.277,4.777,5.077,5.057
19.5,-6.94,-6.359,-7.402,-6.597,-1.095,3.774,7.904,11.334,14.474,15.854,12.494,9.654,7.464,5.534,3.934,2.762,1.852,0.928,0.396,0.186,-0.185,-0.388,-0.297,-0.269,-0.423,-0.248,-0.052,-0.108,0.023,0.144,0.109,0.155,0.177,0.191,0.175,0.14,0.039,-0.072,-0.087,-0.083,-0.031,-0.142,0.07,0.162,0,0.318,0.667,0.735,0.966,1.619,1.973,2.046,2.563,2.984,2.735,2.739,3.064,2.863,2.617,2.863,3.004,2.83,3.174,3.774,3.804,4.104,4.924,5.264,5.374,5.784,5.894,5.444,5.214,5.134,4.584,4.184,4.304,4.164,3.964,4.204,4.484,4.354,4.514,4.944,4.924,4.894,5.354,5.564,5.514
5,-11.856,-11.233,-12.129,-12.031,-11.842,-8.013,-2.175,2.88,7.29,11.34,14.74,14.18,11.12,8.37,6.01,4.33,2.95,1.58,0.67,0.29,-0.38,-0.86,-0.73,-0.78,-1.12,-0.88,-0.55,-0.7,-0.38,-0.13,-0.14,-0.01,0.05,0.17,-0.06,0.04,-0.01,0.03,0.14,0.29,0.24,0.25,0.17,0.29,0,0.12,0.27,0.5,0.45,0.92,1.16,1.08,1.46,1.84,1.7,1.71,2.08,1.86,1.48,1.61,1.5,1.09,1.08,1,0.96,1.17,1.33,1.4,1.28,1.66,1.88,1.63,1.77,1.83,1.98,1.94,2.4,2.61,2.55,3.06,3.57,3.58,3.9,4.53,4.63,4.59,5.19,5.53,5.46
5,-10.726,-10.075,-11.153,-11.153,-10.824,-11.069,-11.16,-11.139,-5.959,-0.72,3.7,7.46,11,15,11.48,8.78,6.46,4.36,2.87,1.89,0.84,0.03,-0.16,-0.44,-0.87,-0.8,-0.66,-0.75,-0.49,-0.27,-0.27,-0.04,0.12,0.27,0.1,0.29,0.53,0.28,0.17,0.48,0.39,0.09,0.24,0.35,0,0.05,0.15,0.31,0.23,0.65,0.8,0.67,0.99,1.35,1.24,1.35,1.74,1.6,1.32,1.46,1.4,0.98,1.01,0.89,0.84,1,1.12,1.14,1.01,1.39,1.59,1.38,1.55,1.87,1.74,1.66,2.07,2.17,2.09,2.56,3.02,3.04,3.38,4.02,4.16,4.22,4.76,5.06,4.95
5,-9.236,-9.712,-9.936,-5.722,-0.738,3.658,7.588,10.768,13.078,12.518,9.508,7.078,5.258,3.688,2.248,1.328,0.578,-0.192,-0.57,-0.619,-0.871,-1.116,-0.836,-0.801,-0.913,-0.703,-0.413,-0.497,-0.324,-0.175,-0.213,-0.287,-0.078,0.055,-0.183,-0.061,0.111,-0.126,-0.239,0.065,0.06,-0.12,0.093,0.252,0,0.202,0.598,0.588,0.618,1.018,1.208,1.148,1.418,1.618,1.378,1.308,1.498,1.298,0.988,1.178,1.108,0.778,0.898,1.138,0.998,1.028,1.498,1.558,1.488,1.808,1.978,1.748,1.878,2.218,2.128,2.158,2.678,2.918,2.968,3.458,3.938,3.928,4.198,4.738,4.768,4.768,5.338,5.718,5.768
5,-8.046,-9.173,-9.054,-9.1397,-9.103,-9.229,-9.096,-8.522,-4.518,0.9,5.53,9.39,12.98,16.85,13.74,10.62,8,5.6,3.82,2.61,1.43,0.501,0.074,-0.381,-0.815,-0.766,-0.78,-0.78,-0.759,-0.553,-0.301,-0.374,0.025,0.139,-0.071,0.105,0.35,0.149,0.062,0.361,0.266,0.268,0.179,0.266,0,0.042,0.179,0.347,0.324,0.788,0.942,0.907,1.31,1.81,1.79,1.96,2.41,2.31,2.08,2.25,2.13,1.72,1.67,1.58,1.5,1.69,1.83,1.86,1.8,2.19,2.45,2.25,2.47,2.78,2.63,2.84,2.95,3.01,2.94,3.42,3.89,3.94,4.31,5.02,5.18,5.23,5.84,6.12,6
15,-7.966,-7.994,-7.455,-7.938,-5.565,-0.735,3.397,6.997,10.187,13.087,12.867,10.087,7.977,6.177,4.567,3.527,2.777,1.988,1.631,1.715,1.694,1.918,2.587,2.967,3.177,3.557,3.767,3.437,3.127,3.087,2.637,2.156,2.005,1.729,1.207,1.043,0.938,0.567,0.301,0.399,0.238,0.014,0.084,0.15,0,0.108,0.392,0.434,0.528,0.934,1.144,1.155,1.417,1.669,1.505,1.48,1.673,1.491,1.295,1.456,1.463,1.333,1.547,1.932,1.995,2.208,2.847,3.167,3.267,3.687,3.897,3.617,3.567,3.587,3.177,2.857,2.987,2.847,2.647,2.817,3.007,2.827,2.957,3.277,3.217,3.167,3.567,3.747,3.737
15,-7.549,-7.71,-7.64,-7.255,-4.693,-0.213,3.605,6.895,9.695,12.325,11.705,9.095,7.155,5.425,3.925,2.955,2.209,1.474,1.159,1.145,1.068,1.117,1.607,1.943,1.992,2.279,2.478,2.247,1.995,2.086,1.747,1.348,1.306,1.113,0.728,0.581,0.567,0.259,0.039,0.172,0.056,-0.094,0,0.116,0,0.147,0.55,0.676,0.854,1.379,1.691,1.785,2.177,2.443,2.324,2.265,2.447,2.237,1.988,2.034,2.079,1.922,2.09,2.443,2.555,2.755,3.375,3.655,3.735,4.035,4.155,3.825,3.645,3.615,3.195,2.815,2.865,2.725,2.482,2.629,2.775,2.622,2.685,2.775,2.905,2.865,3.195,3.375,3.345
15,-8.683,-8.319,-7.703,-5.12,-0.682,3.179,6.559,9.309,11.459,11.239,8.599,6.509,5.019,3.619,2.429,1.709,1.236,0.655,0.515,0.718,0.746,0.893,1.414,1.708,1.789,2.109,2.339,2.029,1.729,1.849,1.498,1.096,1.113,0.928,0.571,0.455,0.515,0.203,0.011,0.2,0.13,0.141,0.074,0.161,0,0.126,0.564,0.56,0.651,1.117,1.351,1.351,1.687,1.939,1.779,1.809,2.079,1.939,1.749,1.959,2.039,1.879,2.079,2.489,2.529,2.719,3.379,3.609,3.629,4.029,4.219,3.839,3.799,3.879,3.489,3.159,3.349,3.239,3.029,3.239,3.449,3.249,3.399,3.789,3.739,3.699,4.159,4.429,4.399
15,-8.025,-7.584,-8.032,-8.109,-3.692,0.991,5.056,8.466,11.476,15.136,11.886,9.136,7.076,5.266,3.706,2.746,2.069,1.32,1.096,1.229,1.341,1.453,2.097,2.456,2.506,2.826,2.976,2.636,2.306,2.316,1.922,1.488,1.386,1.208,0.746,0.644,0.574,0.235,0.07,0.144,0.063,-0.164,0.053,0.158,0,0.203,0.599,0.728,0.879,1.418,1.677,1.733,1.988,2.216,1.971,1.866,2.076,1.866,1.663,1.785,1.887,1.768,2.03,2.446,2.566,2.786,3.456,3.696,3.696,3.976,4.086,3.636,3.476,3.456,3.056,2.726,2.876,2.816,2.616,2.826,3.026,2.876,2.986,3.306,3.296,3.246,3.706,3.976,4.026
13.9,-5.991,-6.684,1.121,7.858,13.528,18.688,23.398,24.248,19.758,15.848,12.548,9.728,7.528,5.558,3.921,2.752,1.863,0.988,0.526,0.281,-0.041,-0.258,-0.16,-0.055,-0.132,0.064,0.26,0.148,0.169,0.421,0.375,0.27,0.269,0.177,0.122,0.048,0.102,-0.074,-0.073,-0.102,-0.143,-0.115,0.02,0.05,0,0.188,0.473,0.57,0.781,1.189,1.439,1.546,1.845,2.102,1.963,1.893,1.983,1.826,1.628,1.723,1.862,1.807,1.929,2.428,2.692,2.817,3.549,3.767,3.797,4.108,4.258,3.905,3.693,3.667,3.268,2.929,3.02,2.95,2.769,2.964,3.186,3.084,3.175,3.469,3.445,3.364,3.725,3.921,3.877
13.9,-6.75,-7.436,-7.38,-7.247,-7.772,-1.808,2.926,7.006,10.326,13.456,15.586,12.006,9.216,6.806,4.826,3.356,2.217,1.132,0.425,0.152,-0.289,-0.597,-0.534,-0.555,-0.758,-0.597,-0.38,-0.443,-0.27,-0.114,-0.142,-0.097,-0.086,-0.163,-0.256,-0.215,-0.277,-0.308,-0.329,-0.165,-0.205,-0.28,-0.055,0.117,0,0.331,0.866,1.034,1.403,2.168,2.759,2.946,3.566,4.096,3.886,3.776,4.026,3.776,3.346,3.466,3.486,3.276,3.326,3.686,3.756,3.896,4.586,4.826,4.846,5.186,5.286,4.856,4.636,4.566,4.096,3.676,3.756,3.636,3.386,3.566,3.796,3.676,3.766,3.896,4.096,4.036,4.456,4.646,4.646
13.9,-7.663,-7.691,-7.236,-7.572,-5.738,-0.012,4.957,9.027,12.557,15.567,15.987,12.347,9.637,7.207,5.207,3.737,2.543,1.465,0.73,0.352,-0.019,-0.313,-0.278,-0.306,-0.432,-0.348,-0.124,-0.208,-0.177,-0.138,-0.03,-0.136,0.072,0.064,0.057,0.02,-0.067,-0.169,-0.177,-0.173,-0.132,-0.212,-0.018,0.054,0,0.24,0.599,0.736,1.084,1.755,2.177,2.425,2.957,3.487,3.337,3.247,3.537,3.297,2.897,3.047,3.117,2.887,2.987,3.307,3.377,3.537,4.197,4.467,4.537,4.887,4.987,4.607,4.387,4.337,3.847,3.437,3.487,3.357,3.127,3.297,3.507,3.397,3.497,3.837,3.797,3.737,4.107,4.287,4.227
13.9,-8.223,-8.37,-8.146,-7.565,-6.312,-0.999,3.609,7.489,10.829,13.749,13.789,10.349,7.869,5.619,3.789,2.449,1.563,0.527,-0.068,-0.187,-0.551,-0.775,-0.621,-0.516,-0.586,-0.404,-0.187,-0.278,-0.282,0.009,-0.077,-0.012,0.004,-0.103,-0.187,-0.217,0.012,-0.178,-0.35,-0.101,-0.107,-0.278,-0.084,0.128,0,0.214,0.676,0.805,0.945,1.577,1.915,1.937,2.279,2.579,2.379,2.229,2.439,2.249,1.959,2.179,2.249,2.109,2.399,2.849,2.959,3.199,3.879,4.199,4.209,4.519,4.589,4.139,3.929,3.939,3.499,3.129,3.359,3.299,3.139,3.409,3.699,3.619,3.739,4.169,4.189,4.139,4.649,4.939,4.999
12.7,-8.624,-8.099,-8.694,-4.753,-1.141,2.146,5.146,7.816,9.916,9.266,7.346,5.706,4.676,3.756,2.866,2.496,2.416,2.146,2.336,2.926,3.276,3.576,4.276,4.596,4.566,4.626,4.596,4.126,3.636,3.546,3.016,2.466,2.246,1.996,1.417,1.169,1.067,0.689,0.388,0.444,0.287,0.052,0.115,0.164,0,0.119,0.434,0.525,0.612,1.043,1.27,1.354,1.641,1.946,1.786,1.766,1.956,1.786,1.494,1.627,1.645,1.459,1.606,1.896,1.966,2.036,2.606,2.786,2.826,3.066,3.196,2.866,2.716,2.796,2.496,2.166,2.326,2.276,2.056,2.236,2.426,2.276,2.296,2.596,2.546,2.436,2.786,2.956,2.926
12.7,-6.993,-8.141,-8.19,-4.158,0.112,3.809,7.199,9.939,12.569,11.389,9.069,7.149,5.779,4.559,3.459,3.019,2.719,2.429,2.609,3.309,3.669,4.069,4.939,5.369,5.249,5.439,5.429,4.919,4.349,4.159,3.609,2.989,2.649,2.309,1.725,1.386,1.228,0.84,0.483,0.448,0.29,0.007,0.059,0.112,0,0.038,0.409,0.434,0.532,1.004,1.228,1.277,1.557,1.799,1.617,1.498,1.669,1.529,1.442,1.281,1.288,1.078,1.232,1.585,1.617,1.75,2.339,2.549,2.569,2.919,3.079,2.809,2.749,2.869,2.559,2.309,2.519,2.489,2.299,2.469,2.689,2.529,2.579,2.709,2.899,2.809,3.219,3.459,3.429
